symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3063606,612691000.00,1,Duquesne Family Office,Duquesne Family Office=3063606
INSM,NASDAQ,457669307,Insmed Inc,1154090,188717000.00,1,Duquesne Family Office,Duquesne Family Office=1154090
TSM,NYSE,874039100,Taiwan Semiconductor Manufac,495280,167380000.00,1,Duquesne Family Office,Duquesne Family Office=495280
YPF,NYSE,984245100,Ypf Sociedad Anonima,3235962,149566000.00,1,Duquesne Family Office,Duquesne Family Office=3235962
TBBB,NYSE,G0896C103,Bbb Foods Inc,3109202,109972000.00,1,Duquesne Family Office,Duquesne Family Office=3109202
AA,NYSE,013872106,Alcoa Corp,1493390,99057000.00,1,Duquesne Family Office,Duquesne Family Office=1493390
NAMS,NASDAQ,N62509109,Newamsterdam Pharma Company,3070146,98275000.00,1,Duquesne Family Office,Duquesne Family Office=3070146
SE,NYSE,81141R100,Sea Ltd,1099905,91083000.00,1,Duquesne Family Office,Duquesne Family Office=1099905
STM,NYSE,861012102,Stmicroelectronics N V,2612880,90275000.00,1,Duquesne Family Office,Duquesne Family Office=2612880
WWD,NASDAQ,980745103,Woodward Inc,211355,75648000.00,1,Duquesne Family Office,Duquesne Family Office=211355
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,2377285,71604000.00,1,Duquesne Family Office,Duquesne Family Office=2377285
ROKU,NASDAQ,77543R102,Roku Inc,750190,70983000.00,1,Duquesne Family Office,Duquesne Family Office=750190
AVGO,NASDAQ,11135F101,Broadcom Inc,195955,60650000.00,1,Duquesne Family Office,Duquesne Family Office=195955
CPNG,NYSE,22266T109,Coupang Inc,2667485,50362000.00,1,Duquesne Family Office,Duquesne Family Office=2667485
OPCH,NASDAQ,68404L201,Option Care Health Inc,1868550,50301000.00,1,Duquesne Family Office,Duquesne Family Office=1868550
CRH,NYSE,G25508105,Crh Plc,377555,39689000.00,1,Duquesne Family Office,Duquesne Family Office=377555
FIGR,NASDAQ,349381103,Figure Technology Solutio,1150415,39057000.00,1,Duquesne Family Office,Duquesne Family Office=1150415
CAI,NASDAQ,142152107,Caris Life Sciences Inc,1894450,33873000.00,1,Duquesne Family Office,Duquesne Family Office=1894450
QSR,NYSE,76131D103,Restaurant Brands Intl Inc,454435,33583000.00,1,Duquesne Family Office,Duquesne Family Office=454435
RVMD,NASDAQ,76155X100,Revolution Medicines Inc,315860,30717000.00,1,Duquesne Family Office,Duquesne Family Office=315860
LSCC,NASDAQ,518415104,Lattice Semiconductor Corp,323135,29974000.00,1,Duquesne Family Office,Duquesne Family Office=323135
SNDK,NASDAQ,80004C200,Sandisk Corp,38155,24241000.00,1,Duquesne Family Office,Duquesne Family Office=38155
UAL,NASDAQ,910047109,United Airls Hldgs Inc,262495,24168000.00,1,Duquesne Family Office,Duquesne Family Office=262495
HUM,NYSE,444859102,Humana Inc,137505,23842000.00,1,Duquesne Family Office,Duquesne Family Office=137505
TWLO,NYSE,90138F102,Twilio Inc,181760,22869000.00,1,Duquesne Family Office,Duquesne Family Office=181760
JBL,NYSE,466313103,Jabil Inc,82200,21835000.00,1,Duquesne Family Office,Duquesne Family Office=82200
SCCO,NYSE,84265V105,Southern Copper Corp,121843,20964000.00,1,Duquesne Family Office,Duquesne Family Office=121843
LIN,NASDAQ,G54950103,Linde Plc,41200,20425000.00,1,Duquesne Family Office,Duquesne Family Office=41200
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,50700,19862000.00,1,Duquesne Family Office,Duquesne Family Office=50700
CLF,NYSE,185899101,Cleveland-Cliffs Inc New,2313455,19549000.00,1,Duquesne Family Office,Duquesne Family Office=2313455
NUVB,NYSE,67080N101,Nuvation Bio Inc,4539800,19476000.00,1,Duquesne Family Office,Duquesne Family Office=4539800
BE,NYSE,093712107,Bloom Energy Corp,136320,18470000.00,1,Duquesne Family Office,Duquesne Family Office=136320
INTC,NASDAQ,458140100,Intel Corp,411400,18155000.00,1,Duquesne Family Office,Duquesne Family Office=411400
BLTE,NASDAQ,07782B104,Belite Bio Inc Sponsored,106100,16917000.00,1,Duquesne Family Office,Duquesne Family Office=106100
PTGX,NASDAQ,74366E102,Protagonist Therapeutics Inc,159700,16832000.00,1,Duquesne Family Office,Duquesne Family Office=159700
U,NYSE,91332U101,Unity Software Inc,738785,16209000.00,1,Duquesne Family Office,Duquesne Family Office=738785
ARM,NASDAQ,042068205,Arm Holdings Plc,106700,16142000.00,1,Duquesne Family Office,Duquesne Family Office=106700
OLMA,NASDAQ,68062P106,Olema Pharmaceuticals Inc,986827,14714000.00,1,Duquesne Family Office,Duquesne Family Office=986827
Q,NYSE,74743L100,Qnity Electronics Inc,125655,14498000.00,1,Duquesne Family Office,Duquesne Family Office=125655
ADMA,NASDAQ,000899104,Adma Biologics Inc,1545610,13926000.00,1,Duquesne Family Office,Duquesne Family Office=1545610
XENE,NASDAQ,98420N105,Xenon Pharmaceuticals Inc,238600,13875000.00,1,Duquesne Family Office,Duquesne Family Office=238600
JBS,NYSE,N4732M103,Jbs N.V.,655900,11780000.00,1,Duquesne Family Office,Duquesne Family Office=655900
DAKT,NASDAQ,234264109,Daktronics Inc,562637,11000000.00,1,Duquesne Family Office,Duquesne Family Office=562637
NET,NYSE,18915M107,Cloudflare Inc,52535,10840000.00,1,Duquesne Family Office,Duquesne Family Office=52535
LYB,NYSE,N53745100,Lyondellbasell Industries Nv,131435,10588000.00,1,Duquesne Family Office,Duquesne Family Office=131435
VIST,NYSE,92837L109,Vista Energy S.A.B. De C.V.,134700,10166000.00,1,Duquesne Family Office,Duquesne Family Office=134700
TWST,NASDAQ,90184D100,Twist Bioscience Corp,206000,9789000.00,1,Duquesne Family Office,Duquesne Family Office=206000
COHR,NYSE,19247G107,Coherent Corp,40400,9624000.00,1,Duquesne Family Office,Duquesne Family Office=40400
AMZN,NASDAQ,023135106,Amazon Com Inc,45800,9539000.00,1,Duquesne Family Office,Duquesne Family Office=45800
CLS,NYSE,15101Q207,Celestica Inc,33275,9373000.00,1,Duquesne Family Office,Duquesne Family Office=33275
STUB,NYSE,86384P109,Stubhub Hldgs Inc,1367177,8531000.00,1,Duquesne Family Office,Duquesne Family Office=1367177
DBVT,NASDAQ,23306J309,Dbv Technologies S A Sponsored,383363,8008000.00,1,Duquesne Family Office,Duquesne Family Office=383363
MU,NASDAQ,595112103,Micron Technology Inc,23400,7905000.00,1,Duquesne Family Office,Duquesne Family Office=23400
ECHO,NASDAQ,278768106,Echostar Corp,60765,7114000.00,1,Duquesne Family Office,Duquesne Family Office=60765
ALM,NASDAQ,020398707,Almonty Inds Inc,469880,6804000.00,1,Duquesne Family Office,Duquesne Family Office=469880
PCT,NASDAQ,74623V103,Purecycle Technologies Inc,963189,4999000.00,1,Duquesne Family Office,Duquesne Family Office=963189
LITE,NASDAQ,55024U109,Lumentum Hldgs Inc,6963,4893000.00,1,Duquesne Family Office,Duquesne Family Office=6963
MELI,NASDAQ,58733R102,Mercadolibre  Inc,2766,4782000.00,1,Duquesne Family Office,Duquesne Family Office=2766
SOLS,NASDAQ,83443Q103,Solstice Advanced Matls Inc,62525,4762000.00,1,Duquesne Family Office,Duquesne Family Office=62525
WLK,NYSE,960413102,Westlake Corporation,21194,2476000.00,1,Duquesne Family Office,Duquesne Family Office=21194
WVE,NASDAQ,Y95308105,Wave Life Sciences Ltd,173000,1254000.00,1,Duquesne Family Office,Duquesne Family Office=173000
