symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3214532,517443000.00,1,Duquesne Family Office,Duquesne Family Office=3214532
INSM,NASDAQ,457669307,Insmed Inc,2423435,348999000.00,1,Duquesne Family Office,Duquesne Family Office=2423435
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,16593935,335197000.00,1,Duquesne Family Office,Duquesne Family Office=16593935
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,765085,213681000.00,1,Duquesne Family Office,Duquesne Family Office=765085
WWD,NASDAQ,980745103,Woodward Inc,633015,159969000.00,1,Duquesne Family Office,Duquesne Family Office=633015
CPNG,NYSE,22266T109,Coupang Inc,4633124,149187000.00,1,Duquesne Family Office,Duquesne Family Office=4633124
MELI,NASDAQ,58733R102,Mercadolibre Inc,58344,136346000.00,1,Duquesne Family Office,Duquesne Family Office=58344
DOCU,NASDAQ,256163106,Docusign Inc,1685950,121540000.00,1,Duquesne Family Office,Duquesne Family Office=1685950
AMZN,NASDAQ,023135106,Amazon Com Inc,437070,95967000.00,1,Duquesne Family Office,Duquesne Family Office=437070
ROKU,NASDAQ,77543R102,Roku Inc,822435,82350000.00,1,Duquesne Family Office,Duquesne Family Office=822435
FIGR,NASDAQ,349381103,Figure Technology Solutio,2116825,76989000.00,1,Duquesne Family Office,Duquesne Family Office=2116825
QSR,NYSE,76131D103,Restaurant Brands Intl Inc,1131365,72566000.00,1,Duquesne Family Office,Duquesne Family Office=1131365
STUB,NYSE,86384P109,Stubhub Hldgs Inc,4259516,71730000.00,1,Duquesne Family Office,Duquesne Family Office=4259516
META,NASDAQ,30303M102,Meta Platforms Inc,76100,55886000.00,1,Duquesne Family Office,Duquesne Family Office=76100
NAMS,NASDAQ,N62509109,Newamsterdam Pharma Company,1923700,54710000.00,1,Duquesne Family Office,Duquesne Family Office=1923700
CRS,NYSE,144285103,Carpenter Technology Corp,220035,54027000.00,1,Duquesne Family Office,Duquesne Family Office=220035
C,NYSE,172967424,Citigroup Inc,514850,52257000.00,1,Duquesne Family Office,Duquesne Family Office=514850
TWLO,NYSE,90138F102,Twilio Inc,512800,51326000.00,1,Duquesne Family Office,Duquesne Family Office=512800
BAC,NYSE,060505104,Bank America Corp,989250,51035000.00,1,Duquesne Family Office,Duquesne Family Office=989250
SE,NYSE,81141R100,Sea Ltd,274200,49008000.00,1,Duquesne Family Office,Duquesne Family Office=274200
EQT,NYSE,26884L109,Eqt Corp,894950,48712000.00,1,Duquesne Family Office,Duquesne Family Office=894950
GEV,NYSE,36828A101,Ge Vernova Inc,77320,47544000.00,1,Duquesne Family Office,Duquesne Family Office=77320
CRH,NYSE,G25508105,Crh Plc,393820,47219000.00,1,Duquesne Family Office,Duquesne Family Office=393820
VST,NYSE,92840M102,Vistra Corp,233985,45842000.00,1,Duquesne Family Office,Duquesne Family Office=233985
