symbol,company,exchange,price,week52_low,week52_high,range_pct,off_high_pct,off_low_pct,ark_mark,mark_drift_pct,total_market_value,funds,status
HUM,Humana Inc,NYSE,384.9700,163.1100,428.8800,83.48,-10.24,136.02,173.3901,122.03,23842000.00,Duquesne Family Office,ok
TWLO,Twilio Inc,NYSE,249.4200,98.4400,258.3530,94.41,-3.46,153.37,125.8198,98.24,22869000.00,Duquesne Family Office,ok
JBL,Jabil Inc,NYSE,370.3600,189.6000,428.9300,75.53,-13.65,95.34,265.6326,39.43,21835000.00,Duquesne Family Office,ok
SCCO,Southern Copper Corp,NYSE,187.5900,89.1350,219.0450,75.79,-14.36,110.46,172.0575,9.03,20964000.00,Duquesne Family Office,ok
LIN,Linde Plc,NASDAQ,478.2000,387.7800,548.2000,56.36,-12.77,23.32,495.7524,-3.54,20425000.00,Duquesne Family Office,ok
STX,Seagate Technology Hldngs Pl,NASDAQ,921.3700,152.0500,1145.0000,77.48,-19.53,505.97,391.7554,135.19,19862000.00,Duquesne Family Office,ok
CLF,Cleveland-Cliffs Inc New,NYSE,12.1500,7.7300,16.7000,49.28,-27.25,57.18,8.4501,43.78,19549000.00,Duquesne Family Office,ok
NUVB,Nuvation Bio Inc,NYSE,6.1000,2.5700,9.7500,49.16,-37.44,137.35,4.2901,42.19,19476000.00,Duquesne Family Office,ok
BE,Bloom Energy Corp,NYSE,236.2200,40.5600,351.2800,62.97,-32.75,482.40,135.4900,74.34,18470000.00,Duquesne Family Office,ok
INTC,Intel Corp,NASDAQ,104.5600,22.7800,142.3500,68.40,-26.55,359.00,44.1298,136.94,18155000.00,Duquesne Family Office,ok
BLTE,Belite Bio Inc Sponsored,NASDAQ,166.2800,60.0000,200.0000,75.91,-16.86,177.13,159.4439,4.29,16917000.00,Duquesne Family Office,ok
PTGX,Protagonist Therapeutics Inc,NASDAQ,151.4200,54.1800,154.9900,96.46,-2.30,179.48,105.3976,43.67,16832000.00,Duquesne Family Office,ok
U,Unity Software Inc,NYSE,45.7900,16.7800,52.1500,82.02,-12.20,172.88,21.9401,108.70,16209000.00,Duquesne Family Office,ok
ARM,Arm Holdings Plc,NASDAQ,278.6500,100.0200,452.7000,50.65,-38.45,178.59,151.2840,84.19,16142000.00,Duquesne Family Office,ok
OLMA,Olema Pharmaceuticals Inc,NASDAQ,10.5100,5.2900,36.2590,16.86,-71.01,98.68,14.9104,-29.51,14714000.00,Duquesne Family Office,ok
Q,Qnity Electronics Inc,NYSE,142.5900,70.5000,177.2800,67.51,-19.57,102.26,115.3794,23.58,14498000.00,Duquesne Family Office,ok
ADMA,Adma Biologics Inc,NASDAQ,9.4100,7.2100,20.4580,16.61,-54.00,30.51,9.0100,4.44,13926000.00,Duquesne Family Office,ok
XENE,Xenon Pharmaceuticals Inc,NASDAQ,64.2300,35.6000,72.6600,77.25,-11.60,80.42,58.1517,10.45,13875000.00,Duquesne Family Office,ok
JBS,Jbs N.V.,NYSE,13.3200,11.4900,18.6500,25.56,-28.58,15.93,17.9601,-25.84,11780000.00,Duquesne Family Office,ok
DAKT,Daktronics Inc,NASDAQ,20.4500,15.5900,28.2700,38.33,-27.66,31.17,19.5508,4.60,11000000.00,Duquesne Family Office,ok
NET,Cloudflare Inc,NYSE,330.8300,158.8300,332.2200,99.20,-0.42,108.29,206.3386,60.33,10840000.00,Duquesne Family Office,ok
LYB,Lyondellbasell Industries Nv,NYSE,62.4000,41.5800,83.9400,49.15,-25.66,50.07,80.5569,-22.54,10588000.00,Duquesne Family Office,ok
VIST,Vista Energy S.A.B. De C.V.,NYSE,66.1900,31.6300,81.4400,69.38,-18.73,109.26,75.4714,-12.30,10166000.00,Duquesne Family Office,ok
TWST,Twist Bioscience Corp,NASDAQ,125.2900,23.3000,126.4000,98.92,-0.88,437.73,47.5194,163.66,9789000.00,Duquesne Family Office,ok
COHR,Coherent Corp,NYSE,327.2300,84.3500,440.0000,68.29,-25.63,287.94,238.2178,37.37,9624000.00,Duquesne Family Office,ok
AMZN,Amazon Com Inc,NASDAQ,265.1300,196.0000,287.2000,75.80,-7.68,35.27,208.2751,27.30,9539000.00,Duquesne Family Office,ok
CLS,Celestica Inc,NYSE,347.6300,173.2300,474.0300,57.98,-26.66,100.68,281.6829,23.41,9373000.00,Duquesne Family Office,ok
STUB,Stubhub Hldgs Inc,NYSE,7.6800,5.7400,27.8900,8.76,-72.46,33.80,6.2399,23.08,8531000.00,Duquesne Family Office,ok
DBVT,Dbv Technologies S A Sponsored,NASDAQ,14.0300,8.7000,26.1850,30.48,-46.42,61.26,20.8888,-32.83,8008000.00,Duquesne Family Office,ok
MU,Micron Technology Inc,NASDAQ,949.8300,113.4600,1255.0000,73.27,-24.32,737.15,337.8205,181.16,7905000.00,Duquesne Family Office,ok
ECHO,Echostar Corp,NASDAQ,91.6800,26.5200,147.2500,53.97,-37.74,245.70,117.0740,-21.69,7114000.00,Duquesne Family Office,ok
ALM,Almonty Inds Inc,NASDAQ,13.8500,3.9700,24.4100,48.34,-43.26,248.87,14.4803,-4.35,6804000.00,Duquesne Family Office,ok
PCT,Purecycle Technologies Inc,NASDAQ,7.0000,4.9300,15.4900,19.60,-54.81,41.99,5.1901,34.87,4999000.00,Duquesne Family Office,ok
LITE,Lumentum Hldgs Inc,NASDAQ,880.4100,111.2000,1085.6800,78.94,-18.91,691.74,702.7143,25.29,4893000.00,Duquesne Family Office,ok
MELI,Mercadolibre  Inc,NASDAQ,1828.2500,1495.0000,2548.5000,31.63,-28.26,22.29,1728.8503,5.75,4782000.00,Duquesne Family Office,ok
SOLS,Solstice Advanced Matls Inc,NASDAQ,62.5700,40.4300,90.8000,43.95,-31.09,54.76,76.1615,-17.85,4762000.00,Duquesne Family Office,ok
WLK,Westlake Corporation,NYSE,80.1900,56.3300,124.2300,35.14,-35.45,42.36,116.8255,-31.36,2476000.00,Duquesne Family Office,ok
WVE,Wave Life Sciences Ltd,NASDAQ,5.2000,5.0100,21.7300,1.14,-76.07,3.79,7.2486,-28.26,1254000.00,Duquesne Family Office,ok
