symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,MICROSOFT CORP,2986800,294528000.00,1,Duquesne Family Office,Duquesne Family Office=2986800
AMZN,NASDAQ,023135106,AMAZON COM INC,155253,263899000.00,1,Duquesne Family Office,Duquesne Family Office=155253
CRM,NYSE,79466L302,SALESFORCE COM INC,1705300,232603000.00,1,Duquesne Family Office,Duquesne Family Office=1705300
GOOGL,NASDAQ,02079K305,ALPHABET INC,170400,192414000.00,1,Duquesne Family Office,Duquesne Family Office=170400
BABA,NYSE,01609W102,ALIBABA GROUP HLDG LTD,804300,149222000.00,1,Duquesne Family Office,Duquesne Family Office=804300
GILD,NASDAQ,375558103,GILEAD SCIENCES INC,1205300,85383000.00,1,Duquesne Family Office,Duquesne Family Office=1205300
WDAY,NASDAQ,98138H101,WORKDAY INC,650500,78789000.00,1,Duquesne Family Office,Duquesne Family Office=650500
NFLX,NASDAQ,64110L106,NETFLIX INC,189700,74254000.00,1,Duquesne Family Office,Duquesne Family Office=189700
MPC,NYSE,56585A102,MARATHON PETE CORP,496400,34827000.00,1,Duquesne Family Office,Duquesne Family Office=496400
ADSK,NASDAQ,052769106,AUTODESK INC,254300,33336000.00,1,Duquesne Family Office,Duquesne Family Office=254300
DVN,NYSE,25179M103,DEVON ENERGY CORP NEW,740700,32561000.00,1,Duquesne Family Office,Duquesne Family Office=740700
ADBE,NASDAQ,00724F101,ADOBE SYS INC,122500,29867000.00,1,Duquesne Family Office,Duquesne Family Office=122500
TAL,NYSE,874080104,TAL ED GROUP,682000,25098000.00,1,Duquesne Family Office,Duquesne Family Office=682000
HD,NYSE,437076102,HOME DEPOT INC,126500,24680000.00,1,Duquesne Family Office,Duquesne Family Office=126500
ACIU,NASDAQ,H00263105,AC IMMUNE SA,2388700,22263000.00,1,Duquesne Family Office,Duquesne Family Office=2388700
IBB,NASDAQ,464287556,ISHARES TR,183900,20339000.00,1,Duquesne Family Office,Duquesne Family Office=183900
EA,NASDAQ,285512109,ELECTRONIC ARTS INC,107600,15174000.00,1,Duquesne Family Office,Duquesne Family Office=107600
FCX,NYSE,35671D857,FREEPORT-MCMORAN INC,858000,14809000.00,1,Duquesne Family Office,Duquesne Family Office=858000
CVE,NYSE,15135U109,CENOVUS ENERGY INC,986300,10238000.00,1,Duquesne Family Office,Duquesne Family Office=986300
NBR,NYSE,G6359F103,NABORS INDUSTRIES LTD,1176000,7538000.00,1,Duquesne Family Office,Duquesne Family Office=1176000
MELI,NASDAQ,58733R102,MERCADOLIBRE INC,16900,5052000.00,1,Duquesne Family Office,Duquesne Family Office=16900
