trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,SLB,Schlumberger Ltd.,806857108,equity,0,993000,0,993000,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,AMZN,Amazon.com Inc.,023135106,equity,0,157700,0,157700,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,ILMN,Illumina Inc.,452327109,equity,0,506700,0,506700,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,HAL,Halliburton Co,406216101,equity,0,633700,0,633700,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,,Pioneer Nat&apos;l Res&apos;s Co,723787107,equity,0,143000,0,143000,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,AMGN,Amgen Inc.,031162100,equity,0,231000,0,231000,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,,Endo Health Sol&apos;ns Inc.,29264F205,equity,0,527000,0,527000,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,WEN,Wendy&apos;s Co,95058W100,equity,0,2000000,0,2000000,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,EMB,Ishares JPM USD Emg Bnd,464288281,equity,0,136500,0,136500,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,XLY,Cons Disc Sel Sctr SPDR Fnd,81369Y407,equity,0,170800,0,170800,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,LNG,Cheniere Energy Inc.,16411R208,equity,0,303200,0,303200,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,XLI,Ind&apos;l Select Sctr SPDR,81369Y704,equity,0,222900,0,222900,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,EWY,IShares MSCI Sth Kor Cap Idx Fnd,464286772,equity,0,165500,0,165500,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,XLE,Engy Select Sctr SPDR Fnd,81369Y506,equity,0,116900,0,116900,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,FXI,IShares FTSE China 25 Idx Fnd,464287184,equity,0,260700,0,260700,,1.000000
2013-06-30,2013-06-30,2013-09-30,Duquesne Family Office,new,NOK,Nokia Oyj,654902204,equity,0,1000000,0,1000000,,1.000000
