trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,META,Facebook Inc,30303M102,equity,0,430000,0,430000,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,,Bluebird Bio Inc,09609G100,equity,0,355400,0,355400,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,MS,Morgan Stanley,617446448,equity,0,663700,0,663700,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,GS,Goldman Sachs Grp Inc,38141G104,equity,0,132500,0,132500,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,WFC,Wells Fargo &amp; Co,949746101,equity,0,453000,0,453000,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,AAL,American Air Grp Inc,02376R102,equity,0,414600,0,414600,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,DAL,Delta Air Lines Inc,247361702,equity,0,419900,0,419900,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,INFY,Infosys Ltd,456788108,equity,0,623700,0,623700,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,CTSH,Cognizant Tech Sol&apos;ns Corp,192446102,equity,0,369600,0,369600,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,MGNX,Macrogenics Inc,556099109,equity,0,472500,0,472500,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,LUV,Southwest Airlines Co,844741108,equity,0,270000,0,270000,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,,Mattress Firm Hldg Corp,57722W106,equity,0,176200,0,176200,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,NKTREUR,Nektar Therapeutics,640268108,equity,0,655000,0,655000,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,CCI,Crown Castle Int&apos;l Corp,22822V101,equity,0,119000,0,119000,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,,Juno Therapeutics Inc,48205A109,equity,0,70000,0,70000,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,new,,Virgin America Inc,92765X208,equity,0,8100,0,8100,,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,BIIB,Biogen Idec Inc,09062X103,equity,103800,359400,165889,193511,116.65,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,HDB,HDFC Bank Ltd,40415F101,equity,306000,1003600,489037,514563,105.22,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,BABA,Alibaba Group Hldg Ltd,01609W102,equity,10000,253900,15982,237918,1488.70,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,TGT,Target Corp,87612E106,equity,312300,760600,499106,261494,52.39,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,HD,Home Depot Inc,437076102,equity,222400,529100,355431,173669,48.86,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,JWNUSD,Nordstrom Inc,655664100,equity,143200,429400,228857,200543,87.63,1.598161
2014-09-30,2014-09-30,2014-12-31,Duquesne Family Office,buy,LOW,Lowe&apos;s Companies Inc,548661107,equity,370900,669200,592758,76442,12.90,1.598161
