symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,1086120,408425000.00,1,Duquesne Family Office,Duquesne Family Office=1086120
CPNG,NYSE,22266T109,Coupang Inc,22914940,370993000.00,1,Duquesne Family Office,Duquesne Family Office=22914940
NVDA,NASDAQ,67066G104,Nvidia Corporation,617494,305795000.00,1,Duquesne Family Office,Duquesne Family Office=617494
LLY,NYSE,532457108,Eli Lilly &amp; Co,402550,234654000.00,1,Duquesne Family Office,Duquesne Family Office=402550
TECK,NYSE,878742204,Teck Resources Ltd,5524602,233548000.00,1,Duquesne Family Office,Duquesne Family Office=5524602
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,2116108,180652000.00,1,Duquesne Family Office,Duquesne Family Office=2116108
VRT,NYSE,92537N108,Vertiv Holdings Co,2313500,111117000.00,1,Duquesne Family Office,Duquesne Family Office=2313500
NWSA,NASDAQ,65249B109,News Corp New,4045120,99308000.00,1,Duquesne Family Office,Duquesne Family Office=4045120
GE,NYSE,369604301,General Electric Co,736095,93948000.00,1,Duquesne Family Office,Duquesne Family Office=736095
VST,NYSE,92840M102,Vistra Corp,2385061,91873000.00,1,Duquesne Family Office,Duquesne Family Office=2385061
KBR,NYSE,48242W106,Kbr Inc,1158535,64194000.00,1,Duquesne Family Office,Duquesne Family Office=1158535
LW,NYSE,513272104,Lamb Weston Hldgs Inc,539209,58283000.00,1,Duquesne Family Office,Duquesne Family Office=539209
CCJ,NYSE,13321L108,Cameco Corp,1332625,57436000.00,1,Duquesne Family Office,Duquesne Family Office=1332625
CVX,NYSE,166764100,Chevron Corp New,384595,57366000.00,1,Duquesne Family Office,Duquesne Family Office=384595
NTRA,NASDAQ,632307104,Natera Inc,893030,55939000.00,1,Duquesne Family Office,Duquesne Family Office=893030
ANET,NYSE,040413106,Arista Networks Inc,234185,55153000.00,1,Duquesne Family Office,Duquesne Family Office=234185
WWD,NASDAQ,980745103,Woodward Inc,404635,55083000.00,1,Duquesne Family Office,Duquesne Family Office=404635
OPCH,NASDAQ,68404L201,Option Care Health Inc,1456215,49060000.00,1,Duquesne Family Office,Duquesne Family Office=1456215
FLEX,NASDAQ,Y2573F102,Flex Ltd,1134400,34554000.00,1,Duquesne Family Office,Duquesne Family Office=1134400
BAH,NYSE,099502106,Booz Allen Hamilton Hldg Cor,235800,30161000.00,1,Duquesne Family Office,Duquesne Family Office=235800
TKO,NYSE,87256C101,Tko Group Holdings Inc,326735,26655000.00,1,Duquesne Family Office,Duquesne Family Office=326735
NWS,NASDAQ,65249B208,News Corp New,975600,25092000.00,1,Duquesne Family Office,Duquesne Family Office=975600
MRVL,NASDAQ,573874104,Marvell Technology Inc,363585,21928000.00,1,Duquesne Family Office,Duquesne Family Office=363585
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,471535,20073000.00,1,Duquesne Family Office,Duquesne Family Office=471535
NEM,NYSE,651639106,Newmont Corp,474250,19629000.00,1,Duquesne Family Office,Duquesne Family Office=474250
PANW,NASDAQ,697435105,Palo Alto Networks Inc,64715,19083000.00,1,Duquesne Family Office,Duquesne Family Office=64715
VEEV,NYSE,922475108,Veeva Sys Inc,95700,18424000.00,1,Duquesne Family Office,Duquesne Family Office=95700
GTM,NASDAQ,98980F104,Zoominfo Technologies Inc,924100,17087000.00,1,Duquesne Family Office,Duquesne Family Office=924100
DKNG,NASDAQ,26142V105,Draftkings Inc New,423850,14941000.00,1,Duquesne Family Office,Duquesne Family Office=423850
WDC,NASDAQ,958102105,Western Digital Corp.,230000,12045000.00,1,Duquesne Family Office,Duquesne Family Office=230000
NTNX,NASDAQ,67059N108,Nutanix Inc,216600,10330000.00,1,Duquesne Family Office,Duquesne Family Office=216600
TTWO,NASDAQ,874054109,Take-Two Interactive Softwar,63850,10277000.00,1,Duquesne Family Office,Duquesne Family Office=63850
ADBE,NASDAQ,00724F101,Adobe Inc,17130,10220000.00,1,Duquesne Family Office,Duquesne Family Office=17130
SPHR,NYSE,55826T102,Sphere Entertainment Co,294751,10010000.00,1,Duquesne Family Office,Duquesne Family Office=294751
LPX,NYSE,546347105,Louisiana Pac Corp,135132,9571000.00,1,Duquesne Family Office,Duquesne Family Office=135132
WRBY,NYSE,93403J106,Warby Parker Inc,674039,9504000.00,1,Duquesne Family Office,Duquesne Family Office=674039
RXRX,NASDAQ,75629V104,Recursion Pharmaceuticals In,906767,8941000.00,1,Duquesne Family Office,Duquesne Family Office=906767
OLED,NASDAQ,91347P105,Universal Display Corp,28400,5432000.00,1,Duquesne Family Office,Duquesne Family Office=28400
SCHW,NYSE,808513105,Schwab Charles Corp,71700,4933000.00,1,Duquesne Family Office,Duquesne Family Office=71700
CEG,NASDAQ,21037T109,Constellation Energy Corp,38656,4518000.00,1,Duquesne Family Office,Duquesne Family Office=38656
ABCL,NASDAQ,00288U106,Abcellera Biologics Inc,659750,3767000.00,1,Duquesne Family Office,Duquesne Family Office=659750
CP,NYSE,13646K108,Canadian Pacific Kansas City,47505,3756000.00,1,Duquesne Family Office,Duquesne Family Office=47505
IHS,NYSE,G4701H109,Ihs Holding Limited,770310,3543000.00,1,Duquesne Family Office,Duquesne Family Office=770310
JOBY,NYSE,G65163100,Joby Aviation Inc,22492,150000.00,1,Duquesne Family Office,Duquesne Family Office=22492
