trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,KRE,Spdr Ser Tr,78464A698,equity,0,2053323,0,2053323,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,AVGO,Broadcom Inc,11135F101,equity,0,239980,0,239980,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,ASND,Ascendis Pharma A/S,04351P101,equity,0,265040,0,265040,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,NVT,Nvent Electric Plc,G6700G107,equity,0,451065,0,451065,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,TEVA,Teva Pharmaceutical Inds Ltd,881624209,equity,0,1427950,0,1427950,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,,United States Stl Corp,912909108,equity,0,663090,0,663090,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,CNM,Core &amp; Main Inc,21874C102,equity,0,475195,0,475195,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,C,Citigroup Inc,172967424,equity,0,327400,0,327400,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,,Verona Pharma Plc,925050106,equity,0,686045,0,686045,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,CRH,Crh Plc,G25508105,equity,0,162500,0,162500,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,CB,Chubb Limited,H1467J104,equity,0,34800,0,34800,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,ADSK,Autodesk Inc,052769106,equity,0,36400,0,36400,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,MTB,M &amp; T Bk Corp,55261F104,equity,0,56200,0,56200,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,TFC,Truist Finl Corp,89832Q109,equity,0,233500,0,233500,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,TSM,Taiwan Semiconductor Mfg Ltd,874039100,equity,0,57355,0,57355,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,USB,Us Bancorp Del,902973304,equity,0,217400,0,217400,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,HBAN,Huntington Bancshares Inc,446150104,equity,0,671200,0,671200,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,CFG,Citizens Finl Group Inc,174610105,equity,0,238600,0,238600,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,KEY,Keycorp,493267108,equity,0,583900,0,583900,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,FHN,First Horizon Corporation,320517105,equity,0,619700,0,619700,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,ABCB,Ameris Bancorp,03076K108,equity,0,154000,0,154000,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,FCNCA,First Ctzns Bancshares Inc N,31946M103,equity,0,5183,0,5183,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,SPRY,Ars Pharmaceuticals Inc,82835W108,equity,0,536900,0,536900,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,TRP,Tc Energy Corp,87807B107,equity,0,115400,0,115400,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,SBUX,Starbucks Corp,855244109,equity,0,52305,0,52305,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,XPO,Xpo Inc,983793100,equity,0,46500,0,46500,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,PCVX,Vaxcyte Inc,92243G108,equity,0,42965,0,42965,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,WDC,Western Digital Corp.,958102105,equity,0,71405,0,71405,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,NAMS,Newamsterdam Pharma Company,N62509109,equity,0,287535,0,287535,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,RARE,Ultragenyx Pharmaceutical In,90400D108,equity,0,85445,0,85445,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,new,ARM,Arm Holdings Plc,042068205,equity,0,21610,0,21610,,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,NTRA,Natera Inc,632307104,equity,1974880,3566850,1974880,1591970,80.61,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,PM,Philip Morris Intl Inc,718172109,equity,889355,1134635,889355,245280,27.58,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,MELI,Mercadolibre Inc,58733R102,equity,36493,48110,36493,11617,31.83,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,CPNG,Coupang Inc,22266T109,equity,10971140,11696092,10971140,724952,6.61,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,WWD,Woodward Inc,980745103,equity,954230,1057715,954230,103485,10.84,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,,Discover Finl Svcs,254709108,equity,167255,284865,167255,117610,70.32,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,FCX,Freeport-Mcmoran Inc,35671D857,equity,1153135,1376935,1153135,223800,19.41,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,BMA,Banco Macro Sa,05961W105,equity,273130,424130,273130,151000,55.29,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,WAB,Wabtec,929740108,equity,150675,179650,150675,28975,19.23,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,WULF,Terawulf Inc,88080T104,equity,2090000,2944451,2090000,854451,40.88,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,buy,DAKT,Daktronics Inc,234264109,equity,2493605,2568355,2493605,74750,3.00,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,VST,Vistra Corp,92840M102,equity,2625231,391355,2625231,-2233876,-85.09,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,MSFT,Microsoft Corp,594918104,equity,400490,43095,400490,-357395,-89.24,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,KMI,Kinder Morgan Inc Del,49456B101,equity,6753165,2612000,6753165,-4141165,-61.32,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,GEV,Ge Vernova Inc,36828A101,equity,297068,29250,297068,-267818,-90.15,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,MAA,Mid-Amer Apt Cmntys Inc,59522J103,equity,644190,238720,644190,-405470,-62.94,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,COHR,Coherent Corp,19247G107,equity,3589540,2978530,3589540,-611010,-17.02,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,GTM,Zoominfo Technologies Inc,98980F104,equity,5881906,2140726,5881906,-3741180,-63.60,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,FLEX,Flex Ltd,Y2573F102,equity,1449155,348900,1449155,-1100255,-75.92,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,CPT,Camden Ppty Tr,133131102,equity,577915,290915,577915,-287000,-49.66,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,PLTR,Palantir Technologies Inc,69608A108,equity,769965,41710,769965,-728255,-94.58,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,TECK,Teck Resources Ltd,878742204,equity,1453410,1017085,1453410,-436325,-30.02,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,FLUT,Flutter Entmt Plc,G3643J108,equity,335076,260953,335076,-74123,-22.12,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,PANW,Palo Alto Networks Inc,697435105,equity,88968,43712,88968,-45256,-50.87,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,STX,Seagate Technology Hldngs Pl,G7997R103,equity,1755278,1640369,1755278,-114909,-6.55,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,,Springworks Therapeutics Inc,85205L107,equity,1021367,705066,1021367,-316301,-30.97,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,GGAL,Grupo Financiero Galicia S.A,399909100,equity,475763,355263,475763,-120500,-25.33,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,YPF,Ypf Sociedad Anonima,984245100,equity,638435,430100,638435,-208335,-32.63,1.000000
2024-06-30,2024-06-30,2024-09-30,Duquesne Family Office,sell,ADBE,Adobe Inc,00724F101,equity,36685,34495,36685,-2190,-5.97,1.000000
