symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
MSFT,NASDAQ,594918104,Microsoft Corp,3994703,555384000.00,1,Duquesne Family Office,Duquesne Family Office=3994703
AMZN,NASDAQ,023135106,Amazon Com Inc,151536,263053000.00,1,Duquesne Family Office,Duquesne Family Office=151536
NOW,NYSE,81762P102,Servicenow Inc,507618,128859000.00,1,Duquesne Family Office,Duquesne Family Office=507618
WDAY,NASDAQ,98138H101,Workday Inc,680487,115656000.00,1,Duquesne Family Office,Duquesne Family Office=680487
HD,NYSE,437076102,Home Depot Inc,413800,96010000.00,1,Duquesne Family Office,Duquesne Family Office=413800
MELI,NASDAQ,58733R102,Mercadolibre Inc,170888,94199000.00,1,Duquesne Family Office,Duquesne Family Office=170888
V,NYSE,92826C839,Visa Inc,546100,93935000.00,1,Duquesne Family Office,Duquesne Family Office=546100
NFLX,NASDAQ,64110L106,Netflix Inc,347172,92910000.00,1,Duquesne Family Office,Duquesne Family Office=347172
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,480937,80427000.00,1,Duquesne Family Office,Duquesne Family Office=480937
ABT,NYSE,002824100,Abbott Labs,916300,76667000.00,1,Duquesne Family Office,Duquesne Family Office=916300
SE,NYSE,81141R100,Sea Ltd,2443285,75620000.00,1,Duquesne Family Office,Duquesne Family Office=2443285
SHOP,NASDAQ,82509L107,Shopify Inc,212480,66222000.00,1,Duquesne Family Office,Duquesne Family Office=212480
INDA,Cboe BZX,46429B598,Ishares Tr,1476500,49566000.00,1,Duquesne Family Office,Duquesne Family Office=1476500
HDB,NYSE,40415F101,Hdfc Bank Ltd,849000,48435000.00,1,Duquesne Family Office,Duquesne Family Office=849000
AEM,NYSE,008474108,Agnico Eagle Mines Ltd,586100,31421000.00,1,Duquesne Family Office,Duquesne Family Office=586100
OKTA,NASDAQ,679295105,Okta Inc,239300,23561000.00,1,Duquesne Family Office,Duquesne Family Office=239300
FIS,NYSE,31620M106,Fidelity Natl Information Sv,125305,16635000.00,1,Duquesne Family Office,Duquesne Family Office=125305
EA,NASDAQ,285512109,Electronic Arts Inc,161500,15798000.00,1,Duquesne Family Office,Duquesne Family Office=161500
ISRG,NASDAQ,46120E602,Intuitive Surgical Inc,27800,15010000.00,1,Duquesne Family Office,Duquesne Family Office=27800
TWLO,NYSE,90138F102,Twilio Inc,113315,12460000.00,1,Duquesne Family Office,Duquesne Family Office=113315
ADBE,NASDAQ,00724F101,Adobe Inc,30592,8451000.00,1,Duquesne Family Office,Duquesne Family Office=30592
EXP,NYSE,26969P108,Eagle Materials Inc,77487,6975000.00,1,Duquesne Family Office,Duquesne Family Office=77487
UBER,NYSE,90353T100,Uber Technologies Inc,166882,5085000.00,1,Duquesne Family Office,Duquesne Family Office=166882
ZM,NASDAQ,98980L101,Zoom Video Communications In,61700,4702000.00,1,Duquesne Family Office,Duquesne Family Office=61700
CRWD,NASDAQ,22788C105,Crowdstrike Hldgs Inc,79940,4661000.00,1,Duquesne Family Office,Duquesne Family Office=79940
TEAM,NASDAQ,G06242104,Atlassian Corp Plc,25755,3231000.00,1,Duquesne Family Office,Duquesne Family Office=25755
MA,NYSE,57636Q104,Mastercard Inc,11115,3019000.00,1,Duquesne Family Office,Duquesne Family Office=11115
W,NYSE,94419L101,Wayfair Inc,26785,3003000.00,1,Duquesne Family Office,Duquesne Family Office=26785
FSLY,NASDAQ,31188V100,Fastly Inc,113826,2732000.00,1,Duquesne Family Office,Duquesne Family Office=113826
