symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
ABBV,NYSE,00287Y109,Abbvie Inc,1324920,83563000.00,1,Duquesne Family Office,Duquesne Family Office=1324920
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,4877000,52964000.00,1,Duquesne Family Office,Duquesne Family Office=4877000
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,470600,49785000.00,1,Duquesne Family Office,Duquesne Family Office=470600
ABT,NYSE,002824100,Abbott Labs,1068000,45166000.00,1,Duquesne Family Office,Duquesne Family Office=1068000
MRK,NYSE,58933Y105,Merck &amp; Co Inc,683800,42676000.00,1,Duquesne Family Office,Duquesne Family Office=683800
AVGO,NASDAQ,Y09827109,Broadcom Ltd,201900,34832000.00,1,Duquesne Family Office,Duquesne Family Office=201900
AMZN,NASDAQ,023135106,Amazon Com Inc,35800,29976000.00,1,Duquesne Family Office,Duquesne Family Office=35800
AEM,NYSE,008474108,Agnico Eagle Mines Ltd,530800,28759000.00,1,Duquesne Family Office,Duquesne Family Office=530800
HDB,NYSE,40415F101,Hdfc Bank Ltd,378600,27218000.00,1,Duquesne Family Office,Duquesne Family Office=378600
EOG,NYSE,26875P101,Eog Res Inc,270300,26141000.00,1,Duquesne Family Office,Duquesne Family Office=270300
ZTS,NYSE,98978V103,Zoetis Inc,477900,24856000.00,1,Duquesne Family Office,Duquesne Family Office=477900
BAC,NYSE,060505104,Bank Amer Corp,1579700,24722000.00,1,Duquesne Family Office,Duquesne Family Office=1579700
ACIU,NASDAQ,H00263105,Ac Immune Sa,1500000,24705000.00,1,Duquesne Family Office,Duquesne Family Office=1500000
AMAT,NASDAQ,038222105,Applied Matls Inc,777500,23442000.00,1,Duquesne Family Office,Duquesne Family Office=777500
POST,NYSE,737446104,Post Hldgs Inc,291200,22472000.00,1,Duquesne Family Office,Duquesne Family Office=291200
WDAY,NASDAQ,98138H101,Workday Inc,239700,21978000.00,1,Duquesne Family Office,Duquesne Family Office=239700
INTC,NASDAQ,458140100,Intel Corp,547200,20657000.00,1,Duquesne Family Office,Duquesne Family Office=547200
GOOGL,NASDAQ,02079K305,Alphabet Inc,25000,20102000.00,1,Duquesne Family Office,Duquesne Family Office=25000
IBB,NASDAQ,464287556,Ishares Tr,67800,19580000.00,1,Duquesne Family Office,Duquesne Family Office=67800
MU,NASDAQ,595112103,Micron Technology Inc,927200,16486000.00,1,Duquesne Family Office,Duquesne Family Office=927200
GD,NYSE,369550108,General Dynamics Corp,104900,16276000.00,1,Duquesne Family Office,Duquesne Family Office=104900
LRCX,NASDAQ,512807108,Lam Research Corp,169000,16006000.00,1,Duquesne Family Office,Duquesne Family Office=169000
ROK,NYSE,773903109,Rockwell Automation Inc,130100,15916000.00,1,Duquesne Family Office,Duquesne Family Office=130100
NVDA,NASDAQ,67066G104,Nvidia Corp,223800,15335000.00,1,Duquesne Family Office,Duquesne Family Office=223800
MSFT,NASDAQ,594918104,Microsoft Corp,264700,15247000.00,1,Duquesne Family Office,Duquesne Family Office=264700
BHP,NYSE,088606108,Bhp Billiton Ltd,325000,11261000.00,1,Duquesne Family Office,Duquesne Family Office=325000
A,NYSE,00846U101,Agilent Technologies Inc,220300,10374000.00,1,Duquesne Family Office,Duquesne Family Office=220300
NUE,NYSE,670346105,Nucor Corp,201000,9939000.00,1,Duquesne Family Office,Duquesne Family Office=201000
NKTR,NASDAQ,640268108,Nektar Therapeutics,572100,9829000.00,1,Duquesne Family Office,Duquesne Family Office=572100
WMB,NYSE,969457100,Williams Cos Inc Del,278400,8555000.00,1,Duquesne Family Office,Duquesne Family Office=278400
PNC,NYSE,693475105,Pnc Finl Svcs Group Inc,69500,6261000.00,1,Duquesne Family Office,Duquesne Family Office=69500
