trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,EEM,Ishares Tr,464287234,equity,0,1900000,0,1900000,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,AMZN,Amazon Com Inc,023135106,equity,0,437070,0,437070,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,FIGR,Figure Technology Solutio,349381103,equity,0,2116825,0,2116825,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,STUB,Stubhub Hldgs Inc,86384P109,equity,0,4259516,0,4259516,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,META,Meta Platforms Inc,30303M102,equity,0,76100,0,76100,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,GEV,Ge Vernova Inc,36828A101,equity,0,77320,0,77320,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,CRH,Crh Plc,G25508105,equity,0,393820,0,393820,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,VST,Vistra Corp,92840M102,equity,0,233985,0,233985,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,CLF,Cleveland-Cliffs Inc New,185899101,equity,0,2715035,0,2715035,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,FWONK,Liberty Media Corp Del,531229755,equity,0,288400,0,288400,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,DKS,Dicks Sporting Goods Inc,253393102,equity,0,132425,0,132425,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,KBE,Spdr Series Trust,78464A797,equity,0,482095,0,482095,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,AEVA,Aeva Technologies Inc,00835Q202,equity,0,1839314,0,1839314,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,PCG,Pg&amp;E Corp,69331C108,equity,0,1649300,0,1649300,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,GOOGL,Alphabet Inc,02079K305,equity,0,102200,0,102200,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,ARM,Arm Holdings Plc,042068205,equity,0,167900,0,167900,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,SMTC,Semtech Corp,816850101,equity,0,301515,0,301515,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,GPC,Genuine Parts Co,372460105,equity,0,144185,0,144185,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,POST,Post Hldgs Inc,737446104,equity,0,176400,0,176400,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,SNDK,Sandisk Corp,80004C200,equity,0,166235,0,166235,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,SYF,Synchrony Financial,87165B103,equity,0,261825,0,261825,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,COGT,Cogent Biosciences Inc,19240Q201,equity,0,1059580,0,1059580,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,PTGX,Protagonist Therapeutics Inc,74366E102,equity,0,159700,0,159700,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,COF,Capital One Finl Corp,14040H105,equity,0,43920,0,43920,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,CMG,Chipotle Mexican Grill Inc,169656105,equity,0,233205,0,233205,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,SEI,Solaris Energy Infras Inc,83418M103,equity,0,145600,0,145600,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,MDB,Mongodb Inc,60937P106,equity,0,17710,0,17710,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,TXRH,Texas Roadhouse Inc,882681109,equity,0,29800,0,29800,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,new,ECHO,Echostar Corp,278768106,equity,0,60765,0,60765,,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,BAC,Bank America Corp,060505104,equity,341900,989250,355281,633969,178.44,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,TWLO,Twilio Inc,90138F102,equity,200475,512800,208321,304479,146.16,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,,Newamsterdam Pharma Company,N62509109,equity,832175,1923700,864745,1058955,122.46,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,WAB,Wabtec,929740108,equity,170510,302410,177184,125226,70.68,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,DOCU,Docusign Inc,256163106,equity,1290440,1685950,1340946,345004,25.73,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,LEN,Lennar Corp,526057104,equity,89900,279424,93419,186005,199.11,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,QSR,Restaurant Brands Intl Inc,76131D103,equity,751010,1131365,780403,350962,44.97,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,,Bbb Foods Inc,G0896C103,equity,360550,1183125,374661,808464,215.79,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,CRS,Carpenter Technology Corp,144285103,equity,126635,220035,131591,88444,67.21,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,DHI,D R Horton Inc,23331A109,equity,77400,205150,80429,124721,155.07,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,CPNG,Coupang Inc,22266T109,equity,4105424,4633124,4266104,367020,8.60,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,INSM,Insmed Inc,457669307,equity,2253435,2423435,2341631,81804,3.49,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,ELVN,Enliven Therapeutics Inc,29337E102,equity,463000,947405,481121,466284,96.92,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,OPCH,Option Care Health Inc,68404L201,equity,636850,977685,661775,315910,47.74,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,buy,MELI,Mercadolibre Inc,58733R102,equity,53725,58344,55828,2516,4.51,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,FLUT,Flutter Entmt Plc,G3643J108,equity,405320,115245,421184,-305939,-72.64,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,WWD,Woodward Inc,980745103,equity,848910,633015,882135,-249120,-28.24,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,U,Unity Software Inc,91332U101,equity,1774050,882500,1843484,-960984,-52.13,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,DAKT,Daktronics Inc,234264109,equity,3076224,1436936,3196623,-1759687,-55.05,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,,Nu Hldgs Ltd,G6683N103,equity,3415365,1454180,3549037,-2094857,-59.03,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,ROKU,Roku Inc,77543R102,equity,1100500,822435,1143572,-321137,-28.08,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,,Seagate Technology Hldngs Pl,G7997R103,equity,197490,85900,205219,-119319,-58.14,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,EQT,Eqt Corp,26884L109,equity,1252700,894950,1301729,-406779,-31.25,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,C,Citigroup Inc,172967424,equity,666300,514850,692378,-177528,-25.64,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,YPF,Ypf Sociedad Anonima,984245100,equity,703995,114695,731548,-616853,-84.32,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,CHYM,Chime Finl Inc,16935C109,equity,466825,43230,485096,-441866,-91.09,1.039138
2025-06-30,2025-06-30,2025-09-30,Duquesne Family Office,sell,SE,Sea Ltd,81141R100,equity,309730,274200,321852,-47652,-14.81,1.039138
