trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,AMZN,Amazon.com Inc,023135106,equity,0,97300,0,97300,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,UAA,"Under Armour, Inc",904311107,equity,0,259800,0,259800,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,EXPE,Expedia Inc,30212P303,equity,0,173100,0,173100,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,CCL,Carnival Corp,143658300,equity,0,388400,0,388400,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,,Priceline Group Inc,741503403,equity,0,15600,0,15600,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,RCL,Royal Carib&apos;n Cruises Ltd,V7780T103,equity,0,213500,0,213500,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,new,PYPL,PayPal Holdings Inc,70450Y103,equity,0,565200,0,565200,,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,buy,META,Facebook Inc,30303M102,equity,1872700,4093300,1872700,2220600,118.58,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,buy,,Ctrip.com Int&apos;l Ltd,22943F100,equity,201400,480600,201400,279200,138.63,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,buy,JD,JD.Com Inc,47215P106,equity,593000,1078400,593000,485400,81.85,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,buy,WDAY,Workday Inc,98138H101,equity,330679,438379,330679,107700,32.57,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,sell,,Dow Chemical Co,260543103,equity,1163300,235800,1163300,-927500,-79.73,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,sell,WFC,Wells Fargo &amp; Co,949746101,equity,1679400,1188900,1679400,-490500,-29.21,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,sell,EOG,EOG Resources Inc,26875P101,equity,310900,138000,310900,-172900,-55.61,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,sell,ILMN,Illumina Inc,452327109,equity,206500,155800,206500,-50700,-24.55,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,sell,,Pioneer Nat&apos;l Res&apos;s Co,723787107,equity,114800,82700,114800,-32100,-27.96,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,sell,MSFT,Microsoft Corp,594918104,equity,1398100,1389000,1398100,-9100,-0.65,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,GLD,SPDR Gold Trust,78463V907,equity,2880000,0,2880000,-2880000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,LYB,LyondellBasell Ind&apos;s NV,N53745100,equity,716950,0,716950,-716950,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,HAL,Halliburton Co,406216101,equity,1547000,0,1547000,-1547000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,FCX,Freeport-McMoRan Inc,35671D857,equity,3547000,0,3547000,-3547000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,C,Citigroup Inc,172967424,equity,1175000,0,1175000,-1175000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,JPM,JP Morgan Chase &amp; Co,46625H100,equity,777300,0,777300,-777300,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,,Alcoa Inc,013817101,equity,3650000,0,3650000,-3650000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,NEM,Newmont Mining Corp,651639106,equity,1279900,0,1279900,-1279900,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,AKAM,Akamai Tech Inc,00971T101,equity,355300,0,355300,-355300,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,EBAY,EBay Inc,278642103,equity,327000,0,327000,-327000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,,SunTrust Banks Inc,867914103,equity,457100,0,457100,-457100,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,,BB&amp;T Corp,054937107,equity,485600,0,485600,-485600,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,PNC,"PNC Fin&apos;l Services Group, Inc",693475105,equity,204600,0,204600,-204600,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,BABA,Alibaba Group Hldg Ltd,01609W102,equity,219100,0,219100,-219100,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,AIG,Am Int&apos;l Grp Inc,026874784,equity,250300,0,250300,-250300,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,EMN,Eastman Chemical Co,277432100,equity,186000,0,186000,-186000,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,CTSH,Cognizant Tech Sol&apos;s Corp,192446102,equity,236800,0,236800,-236800,-100.00,1.000000
2015-06-30,2015-06-30,2015-09-30,Duquesne Family Office,exit,,Noble Energy Inc,655044105,equity,315200,0,315200,-315200,-100.00,1.000000
