trade_date,from_snapshot,to_snapshot,fund,action,ticker,company,cusip,asset_class,prev_shares,shares,expected_shares,active_shares,active_pct,flow_factor
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,META,FACEBOOK INC,30303M102,equity,0,918000,0,918000,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,GILD,GILEAD SCIENCES INC,375558103,equity,0,1205300,0,1205300,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,OSVEUR,VANECK VECTORS ETF TR,92189F718,equity,0,1680200,0,1680200,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,MPC,MARATHON PETE CORP,56585A102,equity,0,496400,0,496400,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,SPLKCHF,SPLUNK INC,848637104,equity,0,342600,0,342600,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,ADSK,AUTODESK INC,052769106,equity,0,254300,0,254300,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,DVN,DEVON ENERGY CORP NEW,25179M103,equity,0,740700,0,740700,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,ATVIEUR,ACTIVISION BLIZZARD INC,00507V109,equity,0,337200,0,337200,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,XLE,SELECT SECTOR SPDR TR,81369Y506,equity,0,325600,0,325600,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,HD,HOME DEPOT INC,437076102,equity,0,126500,0,126500,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,CLVSEUR,CLOVIS ONCOLOGY INC,189464100,equity,0,482000,0,482000,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,IBB,ISHARES TR,464287556,equity,0,183900,0,183900,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,XYZ,SQUARE INC,852234103,equity,0,247000,0,247000,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,EA,ELECTRONIC ARTS INC,285512109,equity,0,107600,0,107600,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,FCX,FREEPORT-MCMORAN INC,35671D857,equity,0,858000,0,858000,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,COUPEUR,COUPA SOFTWARE INC,22266L106,equity,0,164900,0,164900,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,CVE,CENOVUS ENERGY INC,15135U109,equity,0,986300,0,986300,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,,NABORS INDUSTRIES LTD,G6359F103,equity,0,1176000,0,1176000,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,new,MELI,MERCADOLIBRE INC,58733R102,equity,0,16900,0,16900,,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,buy,MSFT,MICROSOFT CORP,594918104,equity,2430200,2986800,2430200,556600,22.90,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,buy,BABA,ALIBABA GROUP HLDG LTD,01609W102,equity,657400,804300,657400,146900,22.35,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,buy,WDAY,WORKDAY INC,98138H101,equity,569200,650500,569200,81300,14.28,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,buy,CTRPUSD,CTRIP COM INTL LTD,22943F100,equity,305700,421100,305700,115400,37.75,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,buy,,PAGSEGURO DIGITAL LTD COM,G68707101,equity,35000,215000,35000,180000,514.29,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,sell,GOOGL,ALPHABET INC,02079K305,equity,259150,170400,259150,-88750,-34.25,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,sell,AMZN,AMAZON COM INC,023135106,equity,170853,155253,170853,-15600,-9.13,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,sell,STMP,STAMPS COM INC,852857200,equity,158000,154600,158000,-3400,-2.15,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,JD,Jd Com Inc,47215P106,equity,1783000,0,1783000,-1783000,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,NKTREUR,Nektar Therapeutics,640268108,equity,1192300,0,1192300,-1192300,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,STL,Sterling Bancorp Del,85917A100,equity,401600,0,401600,-401600,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,INTC,Intel Corp,458140100,equity,2462600,0,2462600,-2462600,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,VIPS,Vipshop Hldgs Ltd,92763W103,equity,572800,0,572800,-572800,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,MU,Micron Technology Inc,595112103,equity,2187500,0,2187500,-2187500,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,QCOM,Qualcomm Inc,747525103,equity,411000,0,411000,-411000,-100.00,1.000000
2018-03-31,2018-03-31,2018-06-30,Duquesne Family Office,exit,,Yandex N V,N97284108,equity,304000,0,304000,-304000,-100.00,1.000000
