date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
2026-03-31,Duquesne Family Office,632307104,NTRA,Natera Inc,equity,3063606,612691000.00,20.8599
2026-03-31,Duquesne Family Office,457669307,INSM,Insmed Inc,equity,1154090,188717000.00,6.4251
2026-03-31,Duquesne Family Office,874039100,TSM,Taiwan Semiconductor Manufac,equity,495280,167380000.00,5.6987
2026-03-31,Duquesne Family Office,984245100,YPF,Ypf Sociedad Anonima,equity,3235962,149566000.00,5.0922
2026-03-31,Duquesne Family Office,464286400,EWZ,Ishares Inc,equity,3436170,131915000.00,4.4912
2026-03-31,Duquesne Family Office,G0896C103,,Bbb Foods Inc,equity,3109202,109972000.00,3.7441
2026-03-31,Duquesne Family Office,013872106,AA,Alcoa Corp,equity,1493390,99057000.00,3.3725
2026-03-31,Duquesne Family Office,N62509109,,Newamsterdam Pharma Company,equity,3070146,98275000.00,3.3459
2026-03-31,Duquesne Family Office,81141R100,SE,Sea Ltd,equity,1099905,91083000.00,3.1010
2026-03-31,Duquesne Family Office,861012102,STM,Stmicroelectronics N V,equity,2612880,90275000.00,3.0735
2026-03-31,Duquesne Family Office,980745103,WWD,Woodward Inc,equity,211355,75648000.00,2.5755
2026-03-31,Duquesne Family Office,881624209,TEVA,Teva Pharmaceutical Inds Ltd,equity,2377285,71604000.00,2.4379
2026-03-31,Duquesne Family Office,77543R102,ROKU,Roku Inc,equity,750190,70983000.00,2.4167
2026-03-31,Duquesne Family Office,11135F101,AVGO,Broadcom Inc,equity,195955,60650000.00,2.0649
2026-03-31,Duquesne Family Office,22266T109,CPNG,Coupang Inc,equity,2667485,50362000.00,1.7146
2026-03-31,Duquesne Family Office,68404L201,OPCH,Option Care Health Inc,equity,1868550,50301000.00,1.7126
2026-03-31,Duquesne Family Office,G25508105,CRH,Crh Plc,equity,377555,39689000.00,1.3513
2026-03-31,Duquesne Family Office,349381103,FIGR,Figure Technology Solutio,equity,1150415,39057000.00,1.3297
2026-03-31,Duquesne Family Office,37950E259,ARGT,Global X Fds,equity,387400,36152000.00,1.2308
2026-03-31,Duquesne Family Office,142152107,CAI,Caris Life Sciences Inc,equity,1894450,33873000.00,1.1533
2026-03-31,Duquesne Family Office,76131D103,QSR,Restaurant Brands Intl Inc,equity,454435,33583000.00,1.1434
2026-03-31,Duquesne Family Office,76155X100,RVMD,Revolution Medicines Inc,equity,315860,30717000.00,1.0458
2026-03-31,Duquesne Family Office,518415104,LSCC,Lattice Semiconductor Corp,equity,323135,29974000.00,1.0205
2026-03-31,Duquesne Family Office,80004C200,SNDK,Sandisk Corp,equity,38155,24241000.00,0.8253
2026-03-31,Duquesne Family Office,910047109,UAL,United Airls Hldgs Inc,equity,262495,24168000.00,0.8228
2026-03-31,Duquesne Family Office,444859102,HUM,Humana Inc,equity,137505,23842000.00,0.8117
2026-03-31,Duquesne Family Office,929740108,WAB,Wabtec,equity,94895,23715000.00,0.8074
2026-03-31,Duquesne Family Office,90138F102,TWLO,Twilio Inc,equity,181760,22869000.00,0.7786
2026-03-31,Duquesne Family Office,466313103,JBL,Jabil Inc,equity,82200,21835000.00,0.7434
2026-03-31,Duquesne Family Office,84265V105,SCCO,Southern Copper Corp,equity,121843,20964000.00,0.7137
2026-03-31,Duquesne Family Office,46428R107,GSG,Ishares S&amp;P Gsci Commodity-,equity,643000,20737000.00,0.7060
