symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,2511357,575327000.00,1,Duquesne Family Office,Duquesne Family Office=2511357
INSM,NASDAQ,457669307,Insmed Inc,1481752,257884000.00,1,Duquesne Family Office,Duquesne Family Office=1481752
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,5874870,183355000.00,1,Duquesne Family Office,Duquesne Family Office=5874870
WWD,NASDAQ,980745103,Woodward Inc,590930,178650000.00,1,Duquesne Family Office,Duquesne Family Office=590930
AMZN,NASDAQ,023135106,Amazon Com Inc,737940,170331000.00,1,Duquesne Family Office,Duquesne Family Office=737940
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,543085,165038000.00,1,Duquesne Family Office,Duquesne Family Office=543085
CPNG,NYSE,22266T109,Coupang Inc,6772909,159773000.00,1,Duquesne Family Office,Duquesne Family Office=6772909
GOOGL,NASDAQ,02079K305,Alphabet Inc,385000,120505000.00,1,Duquesne Family Office,Duquesne Family Office=385000
SE,NYSE,81141R100,Sea Ltd,944120,120441000.00,1,Duquesne Family Office,Duquesne Family Office=944120
NAMS,NASDAQ,N62509109,Newamsterdam Pharma Company,3070146,107701000.00,1,Duquesne Family Office,Duquesne Family Office=3070146
MELI,NASDAQ,58733R102,Mercadolibre Inc,47149,94970000.00,1,Duquesne Family Office,Duquesne Family Office=47149
TBBB,NYSE,G0896C103,Bbb Foods Inc,2675152,89323000.00,1,Duquesne Family Office,Duquesne Family Office=2675152
QSR,NYSE,76131D103,Restaurant Brands Intl Inc,1209000,82490000.00,1,Duquesne Family Office,Duquesne Family Office=1209000
COGT,NASDAQ,19240Q201,Cogent Biosciences Inc,2214470,78658000.00,1,Duquesne Family Office,Duquesne Family Office=2214470
AA,NYSE,013872106,Alcoa Corp,1376050,73123000.00,1,Duquesne Family Office,Duquesne Family Office=1376050
ENTG,NASDAQ,29362U104,Entegris Inc,844160,71120000.00,1,Duquesne Family Office,Duquesne Family Office=844160
DOCU,NASDAQ,256163106,Docusign Inc,1019085,69705000.00,1,Duquesne Family Office,Duquesne Family Office=1019085
LSCC,NASDAQ,518415104,Lattice Semiconductor Corp,925970,68133000.00,1,Duquesne Family Office,Duquesne Family Office=925970
BE,NYSE,093712107,Bloom Energy Corp,740545,64346000.00,1,Duquesne Family Office,Duquesne Family Office=740545
ROKU,NASDAQ,77543R102,Roku Inc,582980,63248000.00,1,Duquesne Family Office,Duquesne Family Office=582980
FIGR,NASDAQ,349381103,Figure Technology Solutio,1539785,62885000.00,1,Duquesne Family Office,Duquesne Family Office=1539785
CRH,NYSE,G25508105,Crh Plc,474955,59274000.00,1,Duquesne Family Office,Duquesne Family Office=474955
OPCH,NASDAQ,68404L201,Option Care Health Inc,1745950,55626000.00,1,Duquesne Family Office,Duquesne Family Office=1745950
DAL,NYSE,247361702,Delta Air Lines Inc Del,650910,45173000.00,1,Duquesne Family Office,Duquesne Family Office=650910
UAL,NASDAQ,910047109,United Airls Hldgs Inc,348400,38958000.00,1,Duquesne Family Office,Duquesne Family Office=348400
STUB,NYSE,86384P109,Stubhub Hldgs Inc,2305751,31197000.00,1,Duquesne Family Office,Duquesne Family Office=2305751
ON,NASDAQ,682189105,On Semiconductor Corp,536260,29038000.00,1,Duquesne Family Office,Duquesne Family Office=536260
FLUT,NYSE,G3643J108,Flutter Entmt Plc,115245,24782000.00,1,Duquesne Family Office,Duquesne Family Office=115245
PCT,NASDAQ,74623V103,Purecycle Technologies Inc,2878434,24726000.00,1,Duquesne Family Office,Duquesne Family Office=2878434
AEVA,NASDAQ,00835Q202,Aeva Technologies Inc,1824862,24234000.00,1,Duquesne Family Office,Duquesne Family Office=1824862
GS,NYSE,38141G104,Goldman Sachs Group Inc,27500,24173000.00,1,Duquesne Family Office,Duquesne Family Office=27500
CLF,NYSE,185899101,Cleveland-Cliffs Inc New,1745655,23182000.00,1,Duquesne Family Office,Duquesne Family Office=1745655
YPF,NYSE,984245100,Ypf Sociedad Anonima,606990,21949000.00,1,Duquesne Family Office,Duquesne Family Office=606990
STM,NYSE,861012102,Stmicroelectronics N V,773555,20066000.00,1,Duquesne Family Office,Duquesne Family Office=773555
U,NYSE,91332U101,Unity Software Inc,410020,18111000.00,1,Duquesne Family Office,Duquesne Family Office=410020
SCCO,NYSE,84265V105,Southern Copper Corp,120817,17334000.00,1,Duquesne Family Office,Duquesne Family Office=120817
DAKT,NASDAQ,234264109,Daktronics Inc,852960,16863000.00,1,Duquesne Family Office,Duquesne Family Office=852960
RH,NYSE,74967X103,Rh,88200,15801000.00,1,Duquesne Family Office,Duquesne Family Office=88200
CMG,NYSE,169656105,Chipotle Mexican Grill Inc,391930,14501000.00,1,Duquesne Family Office,Duquesne Family Office=391930
PTGX,NASDAQ,74366E102,Protagonist Therapeutics Inc,159700,13948000.00,1,Duquesne Family Office,Duquesne Family Office=159700
Z,NASDAQ,98954M200,Zillow Group Inc,192640,13142000.00,1,Duquesne Family Office,Duquesne Family Office=192640
PM,NYSE,718172109,Philip Morris Intl Inc,67400,10811000.00,1,Duquesne Family Office,Duquesne Family Office=67400
AAL,NASDAQ,02376R102,American Airls Group Inc,639785,9808000.00,1,Duquesne Family Office,Duquesne Family Office=639785
AGX,NYSE,04010E109,Argan Inc,30000,9400000.00,1,Duquesne Family Office,Duquesne Family Office=30000
DASH,NASDAQ,25809K105,Doordash Inc,35900,8131000.00,1,Duquesne Family Office,Duquesne Family Office=35900
PGNY,NASDAQ,74340E103,Progyny Inc,295115,7579000.00,1,Duquesne Family Office,Duquesne Family Office=295115
ECHO,NASDAQ,278768106,Echostar Corp,60765,6605000.00,1,Duquesne Family Office,Duquesne Family Office=60765
ADMA,NASDAQ,000899104,Adma Biologics Inc,252200,4600000.00,1,Duquesne Family Office,Duquesne Family Office=252200
ALM,NASDAQ,020398707,Almonty Inds Inc,469880,4140000.00,1,Duquesne Family Office,Duquesne Family Office=469880
WOLF,NYSE,97785W106,Wolfspeed Inc,186900,3254000.00,1,Duquesne Family Office,Duquesne Family Office=186900
WVE,NASDAQ,Y95308105,Wave Life Sciences Ltd,173000,2941000.00,1,Duquesne Family Office,Duquesne Family Office=173000
NP,NYSE,64073B103,Neptune Ins Hldgs Inc,20000,583000.00,1,Duquesne Family Office,Duquesne Family Office=20000
