date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
2017-09-30,Duquesne Family Office,02079K305,GOOGL,Alphabet Inc,equity,231850,225757000.00,10.2685
2017-09-30,Duquesne Family Office,594918104,MSFT,Microsoft Corp,equity,2906100,216475000.00,9.8464
2017-09-30,Duquesne Family Office,30303M102,META,Facebook Inc,equity,1083600,185155000.00,8.4218
2017-09-30,Duquesne Family Office,79466L302,CRM,Salesforce Com Inc,equity,1526500,142606000.00,6.4864
2017-09-30,Duquesne Family Office,023135106,AMZN,Amazon Com Inc,equity,145803,140168000.00,6.3755
2017-09-30,Duquesne Family Office,741503403,,Priceline Grp Inc,equity,74090,135645000.00,6.1698
2017-09-30,Duquesne Family Office,01609W102,BABA,Alibaba Group Hldg Ltd,equity,777400,134265000.00,6.1070
2017-09-30,Duquesne Family Office,285512109,EA,Electronic Arts Inc,equity,713900,84283000.00,3.8336
2017-09-30,Duquesne Family Office,47215P106,JD,Jd Com Inc,equity,2185100,83471000.00,3.7967
2017-09-30,Duquesne Family Office,98138H101,WDAY,Workday Inc,equity,785600,82794000.00,3.7659
2017-09-30,Duquesne Family Office,172967424,C,Citigroup Inc,equity,1095200,79665000.00,3.6236
2017-09-30,Duquesne Family Office,22943F100,,Ctrip Com Intl Ltd,equity,1412200,74479000.00,3.3877
2017-09-30,Duquesne Family Office,70450Y103,PYPL,Paypal Hldgs Inc,equity,925200,59241000.00,2.6946
2017-09-30,Duquesne Family Office,30212P303,EXPE,Expedia Inc Del,equity,323884,46620000.00,2.1205
2017-09-30,Duquesne Family Office,00507V109,,Activision Blizzard Inc,equity,714100,46067000.00,2.0954
2017-09-30,Duquesne Family Office,517834107,LVS,Las Vegas Sands Corp,equity,614500,39426000.00,1.7933
2017-09-30,Duquesne Family Office,464287556,IBB,Ishares Tr,equity,110700,36928000.00,1.6797
2017-09-30,Duquesne Family Office,H1467J104,CB,Chubb Limited,equity,206600,29451000.00,1.3396
2017-09-30,Duquesne Family Office,640268108,NKTR,Nektar Therapeutics,equity,1166100,27986000.00,1.2729
2017-09-30,Duquesne Family Office,151020104,CELG,Celgene Corp,equity,188100,27429000.00,1.2476
2017-09-30,Duquesne Family Office,H00263105,ACIU,Ac Immune Sa,equity,2388700,26992000.00,1.2277
2017-09-30,Duquesne Family Office,74005P104,,Praxair Inc,equity,184700,25810000.00,1.1740
2017-09-30,Duquesne Family Office,91912E105,VALE,Vale S A,equity,2478800,24962000.00,1.1354
2017-09-30,Duquesne Family Office,98850P109,YUMC,Yum China Hldgs Inc,equity,597200,23870000.00,1.0857
2017-09-30,Duquesne Family Office,57636Q104,MA,Mastercard Incorporated,equity,165200,23326000.00,1.0610
2017-09-30,Duquesne Family Office,92826C839,V,Visa Inc,equity,216400,22774000.00,1.0359
2017-09-30,Duquesne Family Office,64110L106,NFLX,Netflix Inc,equity,114500,20765000.00,0.9445
2017-09-30,Duquesne Family Office,064058100,BNY,Bank New York Mellon Corp,equity,376000,19936000.00,0.9068
2017-09-30,Duquesne Family Office,67066G104,NVDA,Nvidia Corp,equity,91500,16357000.00,0.7440
2017-09-30,Duquesne Family Office,09062X103,BIIB,Biogen Inc,equity,48000,15030000.00,0.6836
2017-09-30,Duquesne Family Office,75886F107,REGN,Regeneron Pharmaceuticals,equity,31800,14218000.00,0.6467
2017-09-30,Duquesne Family Office,125269100,CF,Cf Inds Hldgs Inc,equity,391900,13779000.00,0.6267
2017-09-30,Duquesne Family Office,40415F101,HDB,Hdfc Bank Ltd,equity,128200,12355000.00,0.5620
2017-09-30,Duquesne Family Office,73755L107,,Potash Corp Sask Inc,equity,609900,11734000.00,0.5337
2017-09-30,Duquesne Family Office,399909100,GGAL,Grupo Financiero Galicia S A,equity,200000,10308000.00,0.4689
2017-09-30,Duquesne Family Office,G27358103,,Despegar Com Corp,equity,300000,9600000.00,0.4367
2017-09-30,Duquesne Family Office,45337C102,INCY,Incyte Corp,equity,75400,8802000.00,0.4004
