symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3085190,521212000.00,1,Duquesne Family Office,Duquesne Family Office=3085190
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,15968935,267639000.00,1,Duquesne Family Office,Duquesne Family Office=15968935
INSM,NASDAQ,457669307,Insmed Inc,2253435,226786000.00,1,Duquesne Family Office,Duquesne Family Office=2253435
WWD,NASDAQ,980745103,Woodward Inc,848910,208059000.00,1,Duquesne Family Office,Duquesne Family Office=848910
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,765085,173284000.00,1,Duquesne Family Office,Duquesne Family Office=765085
PM,NYSE,718172109,Philip Morris Intl Inc,815975,148614000.00,1,Duquesne Family Office,Duquesne Family Office=815975
MELI,NASDAQ,58733R102,Mercadolibre Inc,53725,140417000.00,1,Duquesne Family Office,Duquesne Family Office=53725
ENTG,NASDAQ,29362U104,Entegris Inc,1645885,132741000.00,1,Duquesne Family Office,Duquesne Family Office=1645885
CPNG,NYSE,22266T109,Coupang Inc,4105424,122999000.00,1,Duquesne Family Office,Duquesne Family Office=4105424
FLUT,NYSE,G3643J108,Flutter Entmt Plc,405320,115771000.00,1,Duquesne Family Office,Duquesne Family Office=405320
COHR,NYSE,19247G107,Coherent Corp,1157840,103291000.00,1,Duquesne Family Office,Duquesne Family Office=1157840
DOCU,NASDAQ,256163106,Docusign Inc,1290440,100512000.00,1,Duquesne Family Office,Duquesne Family Office=1290440
MSFT,NASDAQ,594918104,Microsoft Corp,200930,99945000.00,1,Duquesne Family Office,Duquesne Family Office=200930
ROKU,NASDAQ,77543R102,Roku Inc,1100500,96723000.00,1,Duquesne Family Office,Duquesne Family Office=1100500
LLY,NYSE,532457108,Eli Lilly &amp; Co,100675,78479000.00,1,Duquesne Family Office,Duquesne Family Office=100675
WBD,NASDAQ,934423104,Warner Bros Discovery Inc,6537160,74916000.00,1,Duquesne Family Office,Duquesne Family Office=6537160
