symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
GOOGL,NASDAQ,02079K305,Alphabet Inc,231850,225757000.00,1,Duquesne Family Office,Duquesne Family Office=231850
MSFT,NASDAQ,594918104,Microsoft Corp,2906100,216475000.00,1,Duquesne Family Office,Duquesne Family Office=2906100
CRM,NYSE,79466L302,Salesforce Com Inc,1526500,142606000.00,1,Duquesne Family Office,Duquesne Family Office=1526500
AMZN,NASDAQ,023135106,Amazon Com Inc,145803,140168000.00,1,Duquesne Family Office,Duquesne Family Office=145803
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,777400,134265000.00,1,Duquesne Family Office,Duquesne Family Office=777400
EA,NASDAQ,285512109,Electronic Arts Inc,713900,84283000.00,1,Duquesne Family Office,Duquesne Family Office=713900
JD,NASDAQ,47215P106,Jd Com Inc,2185100,83471000.00,1,Duquesne Family Office,Duquesne Family Office=2185100
WDAY,NASDAQ,98138H101,Workday Inc,785600,82794000.00,1,Duquesne Family Office,Duquesne Family Office=785600
C,NYSE,172967424,Citigroup Inc,1095200,79665000.00,1,Duquesne Family Office,Duquesne Family Office=1095200
PYPL,NASDAQ,70450Y103,Paypal Hldgs Inc,925200,59241000.00,1,Duquesne Family Office,Duquesne Family Office=925200
EXPE,NASDAQ,30212P303,Expedia Inc Del,323884,46620000.00,1,Duquesne Family Office,Duquesne Family Office=323884
LVS,NYSE,517834107,Las Vegas Sands Corp,614500,39426000.00,1,Duquesne Family Office,Duquesne Family Office=614500
IBB,NASDAQ,464287556,Ishares Tr,110700,36928000.00,1,Duquesne Family Office,Duquesne Family Office=110700
CB,NYSE,H1467J104,Chubb Limited,206600,29451000.00,1,Duquesne Family Office,Duquesne Family Office=206600
NKTR,NASDAQ,640268108,Nektar Therapeutics,1166100,27986000.00,1,Duquesne Family Office,Duquesne Family Office=1166100
ACIU,NASDAQ,H00263105,Ac Immune Sa,2388700,26992000.00,1,Duquesne Family Office,Duquesne Family Office=2388700
VALE,NYSE,91912E105,Vale S A,2478800,24962000.00,1,Duquesne Family Office,Duquesne Family Office=2478800
YUMC,NYSE,98850P109,Yum China Hldgs Inc,597200,23870000.00,1,Duquesne Family Office,Duquesne Family Office=597200
MA,NYSE,57636Q104,Mastercard Incorporated,165200,23326000.00,1,Duquesne Family Office,Duquesne Family Office=165200
V,NYSE,92826C839,Visa Inc,216400,22774000.00,1,Duquesne Family Office,Duquesne Family Office=216400
NFLX,NASDAQ,64110L106,Netflix Inc,114500,20765000.00,1,Duquesne Family Office,Duquesne Family Office=114500
BNY,NYSE,064058100,Bank New York Mellon Corp,376000,19936000.00,1,Duquesne Family Office,Duquesne Family Office=376000
NVDA,NASDAQ,67066G104,Nvidia Corp,91500,16357000.00,1,Duquesne Family Office,Duquesne Family Office=91500
BIIB,NASDAQ,09062X103,Biogen Inc,48000,15030000.00,1,Duquesne Family Office,Duquesne Family Office=48000
REGN,NASDAQ,75886F107,Regeneron Pharmaceuticals,31800,14218000.00,1,Duquesne Family Office,Duquesne Family Office=31800
CF,NYSE,125269100,Cf Inds Hldgs Inc,391900,13779000.00,1,Duquesne Family Office,Duquesne Family Office=391900
HDB,NYSE,40415F101,Hdfc Bank Ltd,128200,12355000.00,1,Duquesne Family Office,Duquesne Family Office=128200
GGAL,NASDAQ,399909100,Grupo Financiero Galicia S A,200000,10308000.00,1,Duquesne Family Office,Duquesne Family Office=200000
INCY,NASDAQ,45337C102,Incyte Corp,75400,8802000.00,1,Duquesne Family Office,Duquesne Family Office=75400
