date,fund,cusip,ticker,company,asset_class,shares,market_value,weight
2018-06-30,Duquesne Family Office,594918104,MSFT,MICROSOFT CORP,equity,2986800,294528000.00,14.2173
2018-06-30,Duquesne Family Office,023135106,AMZN,AMAZON COM INC,equity,155253,263899000.00,12.7388
2018-06-30,Duquesne Family Office,79466L302,CRM,SALESFORCE COM INC,equity,1705300,232603000.00,11.2281
2018-06-30,Duquesne Family Office,02079K305,GOOGL,ALPHABET INC,equity,170400,192414000.00,9.2881
2018-06-30,Duquesne Family Office,30303M102,META,FACEBOOK INC,equity,918000,178386000.00,8.6110
2018-06-30,Duquesne Family Office,01609W102,BABA,ALIBABA GROUP HLDG LTD,equity,804300,149222000.00,7.2032
2018-06-30,Duquesne Family Office,375558103,GILD,GILEAD SCIENCES INC,equity,1205300,85383000.00,4.1216
2018-06-30,Duquesne Family Office,98138H101,WDAY,WORKDAY INC,equity,650500,78789000.00,3.8033
2018-06-30,Duquesne Family Office,64110L106,NFLX,NETFLIX INC,equity,189700,74254000.00,3.5844
2018-06-30,Duquesne Family Office,92189F718,,VANECK VECTORS ETF TR,equity,1680200,44139000.00,2.1307
2018-06-30,Duquesne Family Office,852857200,STMP,STAMPS COM INC,equity,154600,39122000.00,1.8885
2018-06-30,Duquesne Family Office,56585A102,MPC,MARATHON PETE CORP,equity,496400,34827000.00,1.6812
2018-06-30,Duquesne Family Office,848637104,,SPLUNK INC,equity,342600,33955000.00,1.6391
2018-06-30,Duquesne Family Office,052769106,ADSK,AUTODESK INC,equity,254300,33336000.00,1.6092
2018-06-30,Duquesne Family Office,25179M103,DVN,DEVON ENERGY CORP NEW,equity,740700,32561000.00,1.5718
2018-06-30,Duquesne Family Office,00724F101,ADBE,ADOBE SYS INC,equity,122500,29867000.00,1.4417
2018-06-30,Duquesne Family Office,00507V109,,ACTIVISION BLIZZARD INC,equity,337200,25735000.00,1.2423
2018-06-30,Duquesne Family Office,874080104,TAL,TAL ED GROUP,equity,682000,25098000.00,1.2115
2018-06-30,Duquesne Family Office,81369Y506,XLE,SELECT SECTOR SPDR TR,equity,325600,24726000.00,1.1936
2018-06-30,Duquesne Family Office,437076102,HD,HOME DEPOT INC,equity,126500,24680000.00,1.1913
2018-06-30,Duquesne Family Office,H00263105,ACIU,AC IMMUNE SA,equity,2388700,22263000.00,1.0747
2018-06-30,Duquesne Family Office,189464100,,CLOVIS ONCOLOGY INC,equity,482000,21917000.00,1.0580
2018-06-30,Duquesne Family Office,464287556,IBB,ISHARES TR,equity,183900,20339000.00,0.9818
2018-06-30,Duquesne Family Office,22943F100,,CTRIP COM INTL LTD,equity,421100,20057000.00,0.9682
2018-06-30,Duquesne Family Office,852234103,XYZ,SQUARE INC,equity,247000,15225000.00,0.7349
2018-06-30,Duquesne Family Office,285512109,EA,ELECTRONIC ARTS INC,equity,107600,15174000.00,0.7325
2018-06-30,Duquesne Family Office,35671D857,FCX,FREEPORT-MCMORAN INC,equity,858000,14809000.00,0.7149
2018-06-30,Duquesne Family Office,22266L106,,COUPA SOFTWARE INC,equity,164900,10263000.00,0.4954
2018-06-30,Duquesne Family Office,15135U109,CVE,CENOVUS ENERGY INC,equity,986300,10238000.00,0.4942
2018-06-30,Duquesne Family Office,G6359F103,NBR,NABORS INDUSTRIES LTD,equity,1176000,7538000.00,0.3639
2018-06-30,Duquesne Family Office,G68707101,PAGS,PAGSEGURO DIGITAL LTD COM,equity,215000,5966000.00,0.2880
2018-06-30,Duquesne Family Office,46116X101,,INTRA CELLULAR THERAPIES INC,equity,296986,5248000.00,0.2533
2018-06-30,Duquesne Family Office,58733R102,MELI,MERCADOLIBRE INC,equity,16900,5052000.00,0.2439
