symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
COHR,NYSE,19247G107,Coherent Corp,3589540,260098000.00,1,Duquesne Family Office,Duquesne Family Office=3589540
CPNG,NYSE,22266T109,Coupang Inc,10971140,229845000.00,1,Duquesne Family Office,Duquesne Family Office=10971140
VST,NYSE,92840M102,Vistra Corp,2625231,225717000.00,1,Duquesne Family Office,Duquesne Family Office=2625231
NTRA,NASDAQ,632307104,Natera Inc,1974880,213860000.00,1,Duquesne Family Office,Duquesne Family Office=1974880
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,1755278,181268000.00,1,Duquesne Family Office,Duquesne Family Office=1755278
MSFT,NASDAQ,594918104,Microsoft Corp,400490,178999000.00,1,Duquesne Family Office,Duquesne Family Office=400490
WWD,NASDAQ,980745103,Woodward Inc,954230,166399000.00,1,Duquesne Family Office,Duquesne Family Office=954230
KMI,NYSE,49456B101,Kinder Morgan Inc Del,6753165,134185000.00,1,Duquesne Family Office,Duquesne Family Office=6753165
MAA,NYSE,59522J103,Mid-Amer Apt Cmntys Inc,644190,91868000.00,1,Duquesne Family Office,Duquesne Family Office=644190
PM,NYSE,718172109,Philip Morris Intl Inc,889355,90118000.00,1,Duquesne Family Office,Duquesne Family Office=889355
GTM,NASDAQ,98980F104,Zoominfo Technologies Inc,5881906,75112000.00,1,Duquesne Family Office,Duquesne Family Office=5881906
TECK,NYSE,878742204,Teck Resources Ltd,1453410,69618000.00,1,Duquesne Family Office,Duquesne Family Office=1453410
CPT,NYSE,133131102,Camden Ppty Tr,577915,63056000.00,1,Duquesne Family Office,Duquesne Family Office=577915
FLUT,NYSE,G3643J108,Flutter Entmt Plc,335076,61175000.00,1,Duquesne Family Office,Duquesne Family Office=335076
MELI,NASDAQ,58733R102,Mercadolibre Inc,36493,59973000.00,1,Duquesne Family Office,Duquesne Family Office=36493
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,1153135,56042000.00,1,Duquesne Family Office,Duquesne Family Office=1153135
OPCH,NASDAQ,68404L201,Option Care Health Inc,1871818,51849000.00,1,Duquesne Family Office,Duquesne Family Office=1871818
GEV,NYSE,36828A101,Ge Vernova Inc,297068,50950000.00,1,Duquesne Family Office,Duquesne Family Office=297068
DAKT,NASDAQ,234264109,Daktronics Inc,2493605,34786000.00,1,Duquesne Family Office,Duquesne Family Office=2493605
PANW,NASDAQ,697435105,Palo Alto Networks Inc,88968,30161000.00,1,Duquesne Family Office,Duquesne Family Office=88968
NVDA,NASDAQ,67066G104,Nvidia Corporation,214060,26445000.00,1,Duquesne Family Office,Duquesne Family Office=214060
MSGE,NYSE,558256103,Madison Square Garden Entmt,694225,23763000.00,1,Duquesne Family Office,Duquesne Family Office=694225
BCS,NYSE,06738E204,Barclays Plc,2075455,22228000.00,1,Duquesne Family Office,Duquesne Family Office=2075455
ADBE,NASDAQ,00724F101,Adobe Inc,36685,20380000.00,1,Duquesne Family Office,Duquesne Family Office=36685
PLTR,NASDAQ,69608A108,Palantir Technologies Inc,769965,19503000.00,1,Duquesne Family Office,Duquesne Family Office=769965
NWSA,NASDAQ,65249B109,News Corp New,683800,18852000.00,1,Duquesne Family Office,Duquesne Family Office=683800
ANET,NYSE,040413106,Arista Networks Inc,52275,18321000.00,1,Duquesne Family Office,Duquesne Family Office=52275
NWS,NASDAQ,65249B208,News Corp New,635850,18052000.00,1,Duquesne Family Office,Duquesne Family Office=635850
BMA,NYSE,05961W105,Banco Macro Sa,273130,15659000.00,1,Duquesne Family Office,Duquesne Family Office=273130
GGAL,NASDAQ,399909100,Grupo Financiero Galicia S.A,475763,14539000.00,1,Duquesne Family Office,Duquesne Family Office=475763
CRNX,NASDAQ,22663K107,Crinetics Pharmaceuticals In,309000,13840000.00,1,Duquesne Family Office,Duquesne Family Office=309000
BAH,NYSE,099502106,Booz Allen Hamilton Hldg Cor,83841,12903000.00,1,Duquesne Family Office,Duquesne Family Office=83841
YPF,NYSE,984245100,Ypf Sociedad Anonima,638435,12845000.00,1,Duquesne Family Office,Duquesne Family Office=638435
IQV,NYSE,46266C105,Iqvia Hldgs Inc,60360,12763000.00,1,Duquesne Family Office,Duquesne Family Office=60360
LYV,NYSE,538034109,Live Nation Entertainment In,103100,9665000.00,1,Duquesne Family Office,Duquesne Family Office=103100
WULF,NASDAQ,88080T104,Terawulf Inc,2090000,9301000.00,1,Duquesne Family Office,Duquesne Family Office=2090000
CNK,NYSE,17243V102,Cinemark Hldgs Inc,400792,8665000.00,1,Duquesne Family Office,Duquesne Family Office=400792
SLN,NASDAQ,82686Q101,Silence Therapeutics Plc,387400,7361000.00,1,Duquesne Family Office,Duquesne Family Office=387400
VCYT,NASDAQ,92337F107,Veracyte Inc,259944,5633000.00,1,Duquesne Family Office,Duquesne Family Office=259944
AES,NYSE,00130H105,Aes Corp,314750,5530000.00,1,Duquesne Family Office,Duquesne Family Office=314750
AAPL,NASDAQ,037833100,Apple Inc,24400,5139000.00,1,Duquesne Family Office,Duquesne Family Office=24400
SE,NYSE,81141R100,Sea Ltd,66900,4778000.00,1,Duquesne Family Office,Duquesne Family Office=66900
EQT,NYSE,26884L109,Eqt Corp,121000,4475000.00,1,Duquesne Family Office,Duquesne Family Office=121000
SPHR,NYSE,55826T102,Sphere Entertainment Co,122411,4292000.00,1,Duquesne Family Office,Duquesne Family Office=122411
BLDR,NYSE,12008R107,Builders Firstsource Inc,29385,4067000.00,1,Duquesne Family Office,Duquesne Family Office=29385
BCYC,NASDAQ,088786108,Bicycle Therapeutics Plc,190200,3850000.00,1,Duquesne Family Office,Duquesne Family Office=190200
IHS,NYSE,G4701H109,Ihs Holding Limited,770310,2465000.00,1,Duquesne Family Office,Duquesne Family Office=770310
TLSI,NASDAQ,89680M101,Trisalus Life Sciences Inc,426921,2357000.00,1,Duquesne Family Office,Duquesne Family Office=426921
GPCR,NASDAQ,86366E106,Structure Therapeutics Inc,37700,1480000.00,1,Duquesne Family Office,Duquesne Family Office=37700
INSM,NASDAQ,457669307,Insmed Inc,20000,1340000.00,1,Duquesne Family Office,Duquesne Family Office=20000
TEO,NYSE,879273209,Telecom Argentina Sa,143051,1034000.00,1,Duquesne Family Office,Duquesne Family Office=143051
NRIX,NASDAQ,67080M103,Nurix Therapeutics Inc,44200,922000.00,1,Duquesne Family Office,Duquesne Family Office=44200
IVVD,NASDAQ,00534A102,Invivyd Inc,571425,629000.00,1,Duquesne Family Office,Duquesne Family Office=571425
JOBY,NYSE,G65163100,Joby Aviation Inc,22492,115000.00,1,Duquesne Family Office,Duquesne Family Office=22492
