symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3402330,481123000.00,1,Duquesne Family Office,Duquesne Family Office=3402330
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,14879750,228702000.00,1,Duquesne Family Office,Duquesne Family Office=14879750
CPNG,NYSE,22266T109,Coupang Inc,9302634,204007000.00,1,Duquesne Family Office,Duquesne Family Office=9302634
WWD,NASDAQ,980745103,Woodward Inc,1097750,200328000.00,1,Duquesne Family Office,Duquesne Family Office=1097750
PM,NYSE,718172109,Philip Morris Intl Inc,1105268,175439000.00,1,Duquesne Family Office,Duquesne Family Office=1105268
COHR,NYSE,19247G107,Coherent Corp,2222070,144301000.00,1,Duquesne Family Office,Duquesne Family Office=2222070
MELI,NASDAQ,58733R102,Mercadolibre Inc,53725,104810000.00,1,Duquesne Family Office,Duquesne Family Office=53725
INSM,NASDAQ,457669307,Insmed Inc,1369050,104445000.00,1,Duquesne Family Office,Duquesne Family Office=1369050
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,598780,99397000.00,1,Duquesne Family Office,Duquesne Family Office=598780
DOCU,NASDAQ,256163106,Docusign Inc,1074655,87477000.00,1,Duquesne Family Office,Duquesne Family Office=1074655
FLUT,NYSE,G3643J108,Flutter Entmt Plc,377475,83566000.00,1,Duquesne Family Office,Duquesne Family Office=377475
LLY,NYSE,532457108,Eli Lilly &amp; Co,94830,78321000.00,1,Duquesne Family Office,Duquesne Family Office=94830
YPF,NYSE,984245100,Ypf Sociedad Anonima,2075390,72722000.00,1,Duquesne Family Office,Duquesne Family Office=2075390
BCS,NYSE,06738E204,Barclays Plc,3817305,58634000.00,1,Duquesne Family Office,Duquesne Family Office=3817305
CCC,NASDAQ,12510Q100,Ccc Intelligent Solutions Hl,5595039,50523000.00,1,Duquesne Family Office,Duquesne Family Office=5595039
KMI,NYSE,49456B101,Kinder Morgan Inc Del,1654115,47192000.00,1,Duquesne Family Office,Duquesne Family Office=1654115
EQT,NYSE,26884L109,Eqt Corp,859345,45915000.00,1,Duquesne Family Office,Duquesne Family Office=859345
CZR,NASDAQ,12769G100,Caesars Entertainment Inc Ne,1548420,38711000.00,1,Duquesne Family Office,Duquesne Family Office=1548420
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,1018105,38545000.00,1,Duquesne Family Office,Duquesne Family Office=1018105
DAKT,NASDAQ,234264109,Daktronics Inc,3067625,37364000.00,1,Duquesne Family Office,Duquesne Family Office=3067625
TWLO,NYSE,90138F102,Twilio Inc,362155,35459000.00,1,Duquesne Family Office,Duquesne Family Office=362155
COF,NYSE,14040H105,Capital One Finl Corp,197670,35442000.00,1,Duquesne Family Office,Duquesne Family Office=197670
ROKU,NASDAQ,77543R102,Roku Inc,493600,34769000.00,1,Duquesne Family Office,Duquesne Family Office=493600
BMA,NYSE,05961W105,Banco Macro Sa,431815,32606000.00,1,Duquesne Family Office,Duquesne Family Office=431815
AMZN,NASDAQ,023135106,Amazon Com Inc,136765,26021000.00,1,Duquesne Family Office,Duquesne Family Office=136765
UAL,NASDAQ,910047109,United Airls Hldgs Inc,368685,25458000.00,1,Duquesne Family Office,Duquesne Family Office=368685
ASND,NASDAQ,04351P101,Ascendis Pharma A/S,158720,24738000.00,1,Duquesne Family Office,Duquesne Family Office=158720
PCT,NASDAQ,74623V103,Purecycle Technologies Inc,3364842,23285000.00,1,Duquesne Family Office,Duquesne Family Office=3364842
GGAL,NASDAQ,399909100,Grupo Financiero Galicia S.A,381481,20779000.00,1,Duquesne Family Office,Duquesne Family Office=381481
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,219477,18645000.00,1,Duquesne Family Office,Duquesne Family Office=219477
BN,NYSE,11271J107,Brookfield Corp,315925,16551000.00,1,Duquesne Family Office,Duquesne Family Office=315925
NAMS,NASDAQ,N62509109,Newamsterdam Pharma Company,800360,16383000.00,1,Duquesne Family Office,Duquesne Family Office=800360
TECK,NYSE,878742204,Teck Resources Ltd,431545,15721000.00,1,Duquesne Family Office,Duquesne Family Office=431545
BBIO,NASDAQ,10806X102,Bridgebio Pharma Inc,438050,15143000.00,1,Duquesne Family Office,Duquesne Family Office=438050
DAL,NYSE,247361702,Delta Air Lines Inc Del,345135,15048000.00,1,Duquesne Family Office,Duquesne Family Office=345135
EXE,NASDAQ,165167735,Expand Energy Corporation,97700,10876000.00,1,Duquesne Family Office,Duquesne Family Office=97700
APP,NASDAQ,03831W108,Applovin Corp,40200,10652000.00,1,Duquesne Family Office,Duquesne Family Office=40200
AR,NYSE,03674X106,Antero Resources Corp,258400,10450000.00,1,Duquesne Family Office,Duquesne Family Office=258400
PI,NASDAQ,453204109,Impinj Inc,108475,9839000.00,1,Duquesne Family Office,Duquesne Family Office=108475
TSLA,NASDAQ,88160R101,Tesla Inc,18838,4882000.00,1,Duquesne Family Office,Duquesne Family Office=18838
RARE,NASDAQ,90400D108,Ultragenyx Pharmaceutical In,85445,3094000.00,1,Duquesne Family Office,Duquesne Family Office=85445
AAL,NASDAQ,02376R102,American Airl,133728,1411000.00,1,Duquesne Family Office,Duquesne Family Office=133728
IVVD,NASDAQ,00534A102,Invivyd Inc,571425,346000.00,1,Duquesne Family Office,Duquesne Family Office=571425
JOBY,NYSE,G65163100,Joby Aviation Inc,31489,190000.00,1,Duquesne Family Office,Duquesne Family Office=31489
