symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
NTRA,NASDAQ,632307104,Natera Inc,3566850,564632000.00,1,Duquesne Family Office,Duquesne Family Office=3566850
COHR,NYSE,19247G107,Coherent Corp,2820930,267227000.00,1,Duquesne Family Office,Duquesne Family Office=2820930
WWD,NASDAQ,980745103,Woodward Inc,1225750,203989000.00,1,Duquesne Family Office,Duquesne Family Office=1225750
TEVA,NYSE,881624209,Teva Pharmaceutical Inds Ltd,8997400,198303000.00,1,Duquesne Family Office,Duquesne Family Office=8997400
CPNG,NYSE,22266T109,Coupang Inc,8902649,195680000.00,1,Duquesne Family Office,Duquesne Family Office=8902649
PM,NYSE,718172109,Philip Morris Intl Inc,1352255,162744000.00,1,Duquesne Family Office,Duquesne Family Office=1352255
STX,NASDAQ,G7997R103,Seagate Technology Hldngs Pl,1564076,134995000.00,1,Duquesne Family Office,Duquesne Family Office=1564076
UAL,NASDAQ,910047109,United Airls Hldgs Inc,1043805,101353000.00,1,Duquesne Family Office,Duquesne Family Office=1043805
MELI,NASDAQ,58733R102,Mercadolibre Inc,53725,91356000.00,1,Duquesne Family Office,Duquesne Family Office=53725
AMZN,NASDAQ,023135106,Amazon Com Inc,328400,72048000.00,1,Duquesne Family Office,Duquesne Family Office=328400
YPF,NYSE,984245100,Ypf Sociedad Anonima,1687716,71745000.00,1,Duquesne Family Office,Duquesne Family Office=1687716
SLM,NASDAQ,78442P106,Slm Corp,2520275,69509000.00,1,Duquesne Family Office,Duquesne Family Office=2520275
KMI,NYSE,49456B101,Kinder Morgan Inc Del,2225300,60973000.00,1,Duquesne Family Office,Duquesne Family Office=2225300
DAL,NYSE,247361702,Delta Air Lines Inc Del,817740,49473000.00,1,Duquesne Family Office,Duquesne Family Office=817740
WBD,NASDAQ,934423104,Warner Bros Discovery Inc,4657650,49231000.00,1,Duquesne Family Office,Duquesne Family Office=4657650
LLY,NYSE,532457108,Eli Lilly &amp; Co,62190,48011000.00,1,Duquesne Family Office,Duquesne Family Office=62190
BMA,NYSE,05961W105,Banco Macro Sa,485430,46970000.00,1,Duquesne Family Office,Duquesne Family Office=485430
DAKT,NASDAQ,234264109,Daktronics Inc,2625105,44259000.00,1,Duquesne Family Office,Duquesne Family Office=2625105
BCS,NYSE,06738E204,Barclays Plc,3186855,42353000.00,1,Duquesne Family Office,Duquesne Family Office=3186855
INSM,NASDAQ,457669307,Insmed Inc,593470,40973000.00,1,Duquesne Family Office,Duquesne Family Office=593470
VST,NYSE,92840M102,Vistra Corp,283355,39066000.00,1,Duquesne Family Office,Duquesne Family Office=283355
ASND,NASDAQ,04351P101,Ascendis Pharma A/S,265040,36488000.00,1,Duquesne Family Office,Duquesne Family Office=265040
BN,NYSE,11271J107,Brookfield Corp,610225,35057000.00,1,Duquesne Family Office,Duquesne Family Office=610225
MU,NASDAQ,595112103,Micron Technology Inc,408885,34412000.00,1,Duquesne Family Office,Duquesne Family Office=408885
BWXT,NYSE,05605H100,Bwx Technologies Inc,299171,33325000.00,1,Duquesne Family Office,Duquesne Family Office=299171
GEV,NYSE,36828A101,Ge Vernova Inc,99750,32811000.00,1,Duquesne Family Office,Duquesne Family Office=99750
NVT,NYSE,G6700G107,Nvent Electric Plc,451065,30745000.00,1,Duquesne Family Office,Duquesne Family Office=451065
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,758905,28899000.00,1,Duquesne Family Office,Duquesne Family Office=758905
GGAL,NASDAQ,399909100,Grupo Financiero Galicia S.A,448663,27961000.00,1,Duquesne Family Office,Duquesne Family Office=448663
WDC,NASDAQ,958102105,Western Digital Corp,417160,24875000.00,1,Duquesne Family Office,Duquesne Family Office=417160
USB,NYSE,902973304,Us Bancorp Del,503595,24087000.00,1,Duquesne Family Office,Duquesne Family Office=503595
ARM,NASDAQ,042068205,Arm Holdings Plc,178394,22007000.00,1,Duquesne Family Office,Duquesne Family Office=178394
TSM,NYSE,874039100,Taiwan Semiconductor Mfg Ltd,107515,21233000.00,1,Duquesne Family Office,Duquesne Family Office=107515
GTM,NASDAQ,98980F104,Zoominfo Technologies Inc,1761926,18518000.00,1,Duquesne Family Office,Duquesne Family Office=1761926
TECK,NYSE,878742204,Teck Resources Ltd,431545,17491000.00,1,Duquesne Family Office,Duquesne Family Office=431545
PCT,NASDAQ,74623V103,Purecycle Technologies Inc,1592500,16323000.00,1,Duquesne Family Office,Duquesne Family Office=1592500
AAL,NASDAQ,02376R102,American Airl,919928,16034000.00,1,Duquesne Family Office,Duquesne Family Office=919928
PANW,NASDAQ,697435105,Palo Alto Networks Inc,87424,15908000.00,1,Duquesne Family Office,Duquesne Family Office=87424
TSLA,NASDAQ,88160R101,Tesla Inc,37675,15215000.00,1,Duquesne Family Office,Duquesne Family Office=37675
GOOGL,NASDAQ,02079K305,Alphabet Inc,76680,14516000.00,1,Duquesne Family Office,Duquesne Family Office=76680
FLEX,NASDAQ,Y2573F102,Flex Ltd,348900,13394000.00,1,Duquesne Family Office,Duquesne Family Office=348900
FHN,NYSE,320517105,First Horizon Corporation,619700,12481000.00,1,Duquesne Family Office,Duquesne Family Office=619700
