symbol,exchange,cusip,company,total_shares,total_market_value,n_funds,funds,by_fund_shares
AMZN,NASDAQ,023135106,Amazon Com Inc,180699,352312000.00,1,Duquesne Family Office,Duquesne Family Office=180699
NFLX,NASDAQ,64110L106,Netflix Inc,846651,317917000.00,1,Duquesne Family Office,Duquesne Family Office=846651
WDAY,NASDAQ,98138H101,Workday Inc,1649211,214760000.00,1,Duquesne Family Office,Duquesne Family Office=1649211
MSFT,NASDAQ,594918104,Microsoft Corp,1104832,174243000.00,1,Duquesne Family Office,Duquesne Family Office=1104832
GOOGL,NASDAQ,02079K305,Alphabet Inc,139712,162338000.00,1,Duquesne Family Office,Duquesne Family Office=139712
PYPL,NASDAQ,70450Y103,Paypal Hldgs Inc,931198,89153000.00,1,Duquesne Family Office,Duquesne Family Office=931198
BABA,NYSE,01609W102,Alibaba Group Hldg Ltd,412105,80146000.00,1,Duquesne Family Office,Duquesne Family Office=412105
ABT,NYSE,002824100,Abbott Labs,791300,62441000.00,1,Duquesne Family Office,Duquesne Family Office=791300
HD,NYSE,437076102,Home Depot Inc,309100,57712000.00,1,Duquesne Family Office,Duquesne Family Office=309100
SE,NYSE,81141R100,Sea Ltd,1173938,52017000.00,1,Duquesne Family Office,Duquesne Family Office=1173938
FIS,NYSE,31620M106,Fidelity Natl Information Sv,345288,42001000.00,1,Duquesne Family Office,Duquesne Family Office=345288
ALNY,NASDAQ,02043Q107,Alnylam Pharmaceuticals Inc,368419,40102000.00,1,Duquesne Family Office,Duquesne Family Office=368419
IQV,NYSE,46266C105,Iqvia Hldgs Inc,302855,32666000.00,1,Duquesne Family Office,Duquesne Family Office=302855
QCOM,NASDAQ,747525103,Qualcomm Inc,472150,31941000.00,1,Duquesne Family Office,Duquesne Family Office=472150
NOW,NYSE,81762P102,Servicenow Inc,110030,31532000.00,1,Duquesne Family Office,Duquesne Family Office=110030
JD,NASDAQ,47215P106,Jd Com Inc,579894,23486000.00,1,Duquesne Family Office,Duquesne Family Office=579894
ADBE,NASDAQ,00724F101,Adobe Inc,59930,19072000.00,1,Duquesne Family Office,Duquesne Family Office=59930
INDA,Cboe BZX,46429B598,Ishares Tr,750450,18093000.00,1,Duquesne Family Office,Duquesne Family Office=750450
TAL,NYSE,874080104,Tal Education Group,312300,16633000.00,1,Duquesne Family Office,Duquesne Family Office=312300
FCX,NYSE,35671D857,Freeport-Mcmoran Inc,1391700,9394000.00,1,Duquesne Family Office,Duquesne Family Office=1391700
CRWD,NASDAQ,22788C105,Crowdstrike Hldgs Inc,159040,8855000.00,1,Duquesne Family Office,Duquesne Family Office=159040
SONY,NYSE,835699307,Sony Corp,146400,8664000.00,1,Duquesne Family Office,Duquesne Family Office=146400
LVS,NYSE,517834107,Las Vegas Sands Corp,176168,7482000.00,1,Duquesne Family Office,Duquesne Family Office=176168
NXTC,NASDAQ,65343E108,Nextcure Inc,141459,5244000.00,1,Duquesne Family Office,Duquesne Family Office=141459
FLEX,NASDAQ,Y2573F102,Flex Ltd,458790,3842000.00,1,Duquesne Family Office,Duquesne Family Office=458790
TWLO,NYSE,90138F102,Twilio Inc,26558,2377000.00,1,Duquesne Family Office,Duquesne Family Office=26558
FSLY,NASDAQ,31188V100,Fastly Inc,116036,2202000.00,1,Duquesne Family Office,Duquesne Family Office=116036
TME,NYSE,88034P109,Tencent Music Entmt Group,213775,2151000.00,1,Duquesne Family Office,Duquesne Family Office=213775
XP,NASDAQ,G98239109,Xp Inc,50000,965000.00,1,Duquesne Family Office,Duquesne Family Office=50000
DDOG,NASDAQ,23804L103,Datadog Inc,25810,929000.00,1,Duquesne Family Office,Duquesne Family Office=25810
